source_row,tweet,tweet_label,_label_norm,keyword,subjects_scored
3845323,"I have my doubts, that you will ever see such scenes again! #FarmersProtest #FarmLaws https://t.co/IyNnENzehV",Pro OPP,pro opposition,farm laws,"[{'text': 'farmers', 'score': 0.5687}, {'text': 'protest', 'score': 0.2513}, {'text': 'scenes', 'score': 0.1905}]"
2801005,"Bhupinder Maan - member of committee formed by SC supported these farm laws ! 

https://t.co/7tucEr3dWz",Pro OPP,pro opposition,farm laws,"[{'text': 'farm', 'score': 0.4192}, {'text': 'committee', 'score': 0.3992}, {'text': 'bhupinder', 'score': 0.3459}]"
611043,"While Arvind Kejriwal and his party leaders are busy extending support to protesting ‘farmers’ from Punjab, his government in Delhi very quietly notified one of the three farm laws he opposes.

https://t.co/ePfPocvYU4",Pro Ruling,pro ruling,farm laws,"[{'text': 'farmers', 'score': 0.4846}, {'text': 'protesting', 'score': 0.3063}, {'text': 'government', 'score': 0.2254}]"
2400512,We demand repeal the black laws and legalize MSP. #RepealFarmLaws_MakeMSPlaw,Pro OPP,pro opposition,farm laws,"[{'text': 'legalize', 'score': 0.4578}, {'text': 'black', 'score': 0.3033}, {'text': 'farm', 'score': 0.2521}]"
4649145,"Punjab CM Amarinder Singh has objected to the Centre's move of directly making payments to farmers' bank account, alleging that it would aggravate the ongoing crisis over farm laws
https://t.co/19NJ2RLATw",Pro Ruling,pro ruling,farm laws,"[{'text': 'objected', 'score': 0.4005}, {'text': 'farmers', 'score': 0.298}, {'text': 'account', 'score': 0.158}]"
3663463,2.5 MN USD for one tweet :) - Farm Laws tho jaane waale nahin https://t.co/mLuP4pKjAf,Pro Ruling,pro ruling,farm laws,"[{'text': 'tweet', 'score': 0.4671}, {'text': 'farm', 'score': 0.4464}, {'text': 'laws', 'score': 0.2794}]"
3975906,"#Video | “We are prepared to face whatever comes our way but won’t go home until the three black laws are repealed,” #women farmers at the #Singhu Border tell 
@himansshhi as they brave winter chill to protest the new #farmlaws. (From The Quint's Archives)
https://t.co/ySqkSQKcDa",Pro OPP,pro opposition,farm laws,"[{'text': 'farmers', 'score': 0.4838}, {'text': 'women', 'score': 0.3586}, {'text': 'repealed', 'score': 0.2813}]"
2518594,"SHARE MAXIMUM

AAP Punjab MP @BhagwantMann Confronts PM Modi and asks him to bring an ordinance to REPEAL The FARM LAWS in Parliament Session

AAP is raising Farmers issues both inside and outside Parliament

RT max https://t.co/IWadD6h48E",Pro OPP,pro opposition,farm laws,"[{'text': 'farmers', 'score': 0.4949}, {'text': 'bhagwantmann', 'score': 0.2387}, {'text': 'session', 'score': 0.0314}]"
3365972,"Farmers’ protest was always a political agitation against the govt. Farm laws gave Opposition the veil it needed. With the veil gone, the opportunists of @AamAadmiParty, @INCIndia &amp; assorted unhinged Leftists are openly siding with the anarchist leadership of farmers’ unions",Pro Ruling,pro ruling,farm laws,"[{'text': 'farmers', 'score': 0.5276}, {'text': 'protest', 'score': 0.4545}, {'text': 'veil', 'score': 0.115}]"
1702058,"if PM doesn’t listen to us, we’ll block railway tracks, says #FarmerLeader 
#FarmersProtest #FarmLaws2020 
https://t.co/qgeIzivtGG",Pro OPP,pro opposition,farm laws,"[{'text': 'railway', 'score': 0.4709}, {'text': 'farmlaws2020', 'score': 0.4041}, {'text': 'protest', 'score': 0.2989}]"
2387035,"""We are extremely disappointed with the way negotiations are going on between government and farmers over new farm laws"": Supreme Court (PTI)",Pro OPP,pro opposition,farm laws,"[{'text': 'farmers', 'score': 0.4414}, {'text': 'disappointed', 'score': 0.4183}, {'text': 'court', 'score': 0.2975}]"
1925793,"Made my day watching @RakeshTikaitBKU wipe the floor with @anjanaomkashyap हिंदी में कहता “इज़्ज़त का फ़लूदा” Time to smell the coffee girl, not your bank account 🤣😂🤣 #FarmersShineInOlympics #FarmersProtest Take back the #FarmLaws Modi, this’ll hurt big
https://t.co/3roBUtRDKI",Pro OPP,pro opposition,farm laws,"[{'text': 'smell', 'score': 0.4203}, {'text': 'farmers', 'score': 0.3216}, {'text': 'olympics', 'score': 0.2196}]"
1926290,Priyanka Gandhi meets Punjab MPs who have been sitting on protest at Jantar Mantar over the farm laws. https://t.co/eQRMEZrteD,Pro OPP,pro opposition,farm laws,"[{'text': 'meets', 'score': 0.3667}, {'text': 'protest', 'score': 0.2984}, {'text': 'priyanka', 'score': 0.2353}]"
1606421,.@PMOIndia talk to farmers ! #FarmProtests #FarmLaws https://t.co/a1mjTTRk9G,Pro OPP,pro opposition,farm laws,"[{'text': 'farmers', 'score': 0.5867}, {'text': 'protests', 'score': 0.3048}, {'text': 'pmoindia', 'score': 0.2926}]"
2104921,Leaders of 14 Opposition Parties to visit Jantar Mantar around 12:30 PM to support farmers protest against three farm laws. https://t.co/qTDhpX2LKI,Pro OPP,pro opposition,farm laws,"[{'text': 'farmers', 'score': 0.4073}, {'text': 'leaders', 'score': 0.3877}, {'text': 'protest', 'score': 0.268}]"
3557468,Breaking: India summons British High commissioner after discussion on Indian Farm Laws in the British Parliament.,Pro Ruling,pro ruling,farm laws,"[{'text': 'commissioner', 'score': 0.4879}, {'text': 'india', 'score': 0.4434}, {'text': 'high', 'score': 0.1297}]"
