source_row,tweet,tweet_label,_label_norm,keyword,subjects_scored
6355235,"Sunn Rahe Ho @PawarSpeaks, @supriya_sule, @AjitPawarSpeaks, @RahulGandhi @NANA_PATOLE 😅

Shembdya Yuvraj #MercedesBaby Ke Liye Sapne Booney Jaa Rahe Hai..
Waise Sapne Toh Pawar Kaka Aur Rahul Gandhi Ne Bhi Dekhe Hai PM Banne Ke.. Par Janta Janardan Hai Yeh Sab Bhool Jaate Hai😜 https://t.co/WW50Rbm6lD",Pro Ruling,pro ruling,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.5849}, {'text': 'baby', 'score': 0.3848}, {'text': 'waise', 'score': 0.1977}]"
7941230,"Now tell me how justified and necessary attacking #Savarkar was???

Why oh why @RahulGandhi must you cause needless rifts in an already fractured Opposition. 

Need an alternate bug bear for your justified refusal to apologise.

This one is clearly counter productive @sampitroda https://t.co/v7mGqGPfBP",Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.5441}, {'text': 'apologise', 'score': 0.3587}, {'text': 'bear', 'score': 0.1701}]"
2065247,When @RahulGandhi requested Sonia Ji to share her best wishes of #IndependenceDay during his interaction with school students from his constituency ❤️❤️❤️ https://t.co/ybF16xasFL,Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.5724}, {'text': 'independence', 'score': 0.3849}, {'text': 'students', 'score': 0.2379}]"
5394392,#BharatJodoYatra in Mr @RahulGandhi’s Wayanad https://t.co/GcUF3paIGN,Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.7927}, {'text': 'yatra', 'score': 0.5148}, {'text': 'mr', 'score': 0.4001}]"
8322737,Making a child walk naked in the freezing cold is CHILD ABUSE… Shame on @RahulGandhi https://t.co/GYJLEZwoXj,Pro Ruling,pro ruling,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.4733}, {'text': 'shame', 'score': 0.4396}, {'text': 'freezing', 'score': 0.4073}]"
2066856,"Mr @RahulGandhi in conversation with Prof Ashutosh Varshney, from Brown University https://t.co/8vNYGSl7YF",Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.5879}, {'text': 'conversation', 'score': 0.5237}, {'text': 'brown', 'score': 0.2676}]"
5393176,"Mr @RahulGandhi met son and other relatives of late Mr Krishna Kumar Pandey, General Secretary,  @CongressSevadal who passed away this morning 

A condolence meet took place at #BharatJodoYatra camp site https://t.co/5IR2fcOISr https://t.co/CxvzGlS31X",Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.4556}, {'text': 'condolence', 'score': 0.3956}, {'text': 'meet', 'score': 0.3584}]"
4820913,@RahulGandhi @milinddeora Thank you. Finally. Everyone please follow suit I hope .,Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.6397}, {'text': 'follow', 'score': 0.3618}, {'text': 'hope', 'score': 0.2885}]"
2185174,Hello @sardesairajdeep don't ask @RahulGandhi to change. Ask Amit Shah to change his ways. Don't demand RG to compromise on principles. Demand from Amit Shah to have some ethics and morals.,Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.4896}, {'text': 'change', 'score': 0.2947}, {'text': 'morals', 'score': 0.2725}]"
16447,"Aggressive RaGa !!! 

Mr @RahulGandhi outside Rashtrapati Bhawan... What followed was a fiery press conference ... https://t.co/zp6cXS71CA",Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.4807}, {'text': 'fiery', 'score': 0.3658}, {'text': 'conference', 'score': 0.3094}]"
