source_row,tweet,tweet_label,_label_norm,keyword,subjects_scored
7767819,"On this day, 3 yrs ago- when the world was struggling wth Covid, China tried to seize territory at #Galwan. But was pushed back wth a bloody nose by our #Bravehearts at great cost. 

We salute our #GalwanHeroes for their ultimate sacrifice

#RememberandNeverForget https://t.co/lPu1Vs6ZNQ",Pro Ruling,pro ruling,china,"[{'text': 'china', 'score': 0.577}, {'text': 'bravehearts', 'score': 0.3435}, {'text': 'cost', 'score': 0.079}]"
858386,"This translation of @narendramodi ‘s remarks on the situation in India -China Border areas is especially for those foreigners who think that they can rule India &amp; were asking PM to speak forgetting that their PM never spoke. 

#IndiaChinaFaceOff 
#IndiaStandWithArmyAndModi https://t.co/JLi5yxjzCV",Pro Ruling,pro ruling,china,"[{'text': 'china', 'score': 0.562}, {'text': 'india', 'score': 0.512}, {'text': 'spoke', 'score': 0.3073}]"
439903,"#BharatVsChina | The nation is mourning, the martyrs gave their life for a cause. Today PM gave a strong message to China, every inch of our land is well-protected by the Indian Army: @gauravbh - National Spokesperson, BJP &amp; Sr Advocate, SC
https://t.co/RZHKU3wOei",Pro Ruling,pro ruling,china,"[{'text': 'china', 'score': 0.5144}, {'text': 'martyrs', 'score': 0.3907}, {'text': 'message', 'score': 0.2529}]"
2587627,"The mysterious user editing a global open-source map in China’s favor - Rest of World

How data is being manipulated ⁦@vinitgoenka⁩ ⁦@avm_pranaysinha⁩ ⁦@anuraag_saxena⁩  https://t.co/sTopc8q1SN",Pro Ruling,pro ruling,china,"[{'text': 'china', 'score': 0.5254}, {'text': 'map', 'score': 0.4511}, {'text': 'editing', 'score': 0.2857}]"
2213579,"Madhav Sadashiv Golwalkar (February 19, 1906 – June 5, 1973), popularly known as Poojyaniya Sri Guruji,  remains a constant source of inspiration. His  historical prediction about #China actually came true: https://t.co/w0ddmdzJXg",Pro Ruling,pro ruling,china,"[{'text': 'china', 'score': 0.4686}, {'text': 'poojyaniya', 'score': 0.34}, {'text': 'prediction', 'score': 0.3216}]"
53218,PM Modi now needs to address us as a nation about the #IndiaChinaFaceOff on the #GalwanValley and take responsibility for the loss of lives of the 20 brave #IndianArmy martyrs . This has been a terrible handling of lies and deflecting by PM Modi . He must own up or step down!,Pro OPP,pro opposition,china,"[{'text': 'china', 'score': 0.392}, {'text': 'down', 'score': 0.2438}, {'text': 'martyrs', 'score': 0.1922}]"
6210203,Millions of cases of Corona in China are still active. No Hospital beds available in China. Just digest that. @_sabanaqvi https://t.co/lzZcRcz3c2,Pro Ruling,pro ruling,china,"[{'text': 'china', 'score': 0.4752}, {'text': 'beds', 'score': 0.2889}, {'text': 'cases', 'score': 0.2734}]"
1465755,China blocks flights from India after 19 test positive in Wuhan on arrival.,Pro OPP,pro opposition,china,"[{'text': 'china', 'score': 0.4841}, {'text': 'flights', 'score': 0.4434}, {'text': 'blocks', 'score': 0.0869}]"
8009711,"Opponents spread baseless news about China intentionally to create unrest

In 1962 China annexed India's land during @INCIndia rule. Congress leaders will portray these incidents as recent ones

@BJP4India leaders don't meet Chinese clandestinely

Direct attack on @RahulGandhi 👏 https://t.co/hxUoNZbdlF",Pro Ruling,pro ruling,china,"[{'text': 'china', 'score': 0.616}, {'text': 'congress', 'score': 0.3162}, {'text': 'attack', 'score': 0.2018}]"
934053,"Challo.  

All problems with China at the Ladakh border stand resolved by giving free rations to poor families for another 6 months.

Actually, giving rations from godowns costs nothing.  Rats would be eating it anyway.  4 the economy, that’s slightly deflationary.  But okay.",Pro OPP,pro opposition,china,"[{'text': 'china', 'score': 0.4968}, {'text': 'rations', 'score': 0.4345}, {'text': 'deflationary', 'score': 0.2181}]"
