original_author,year,opposition,other,ruling,polarity_yearly
YRDeshmukh,2022.0,12,18,150,0.8518518518518519
YRDeshmukh,2023.0,2,2,27,0.8620689655172413
YouthKiAwaaz,2020.0,98,13,32,-0.5076923076923077
YouthKiAwaaz,2021.0,37,7,4,-0.8048780487804879
YouthKiAwaaz,2022.0,50,4,9,-0.6949152542372882
YouthKiAwaaz,2023.0,24,4,2,-0.8461538461538461
ZEEUPUK,2020.0,43,7,134,0.5141242937853108
ZEEUPUK,2021.0,186,67,654,0.5571428571428572
ZEEUPUK,2022.0,256,108,701,0.46499477533960293
ZEEUPUK,2023.0,54,73,273,0.6697247706422018
ZakirAliTyagi,2020.0,239,1,1,-0.9916666666666667
ZakirAliTyagi,2021.0,527,73,3,-0.9886792452830189
ZakirAliTyagi,2022.0,898,175,5,-0.9889258028792912
ZakirAliTyagi,2023.0,620,135,10,-0.9682539682539683
Zebaism,2020.0,671,14,15,-0.956268221574344
Zebaism,2021.0,493,40,14,-0.9447731755424064
Zebaism,2022.0,29,2,0,-1.0
Zebaism,2023.0,7,0,0,-1.0
ZeeBiharNews,2020.0,1330,200,450,-0.4943820224719101
ZeeBiharNews,2021.0,976,274,511,-0.31271015467383995
ZeeBiharNews,2022.0,1305,403,1363,0.021739130434782608
ZeeBiharNews,2023.0,388,214,373,-0.01971090670170828
ZeeMPCG,2020.0,355,15,198,-0.28390596745027125
ZeeMPCG,2021.0,337,42,264,-0.12146422628951747
ZeeMPCG,2022.0,359,115,287,-0.11145510835913312
ZeeMPCG,2023.0,118,59,80,-0.1919191919191919
ZeeNews,2020.0,504,210,6137,0.8482156301761783
ZeeNews,2021.0,498,632,4927,0.816405529953917
ZeeNews,2022.0,631,320,2122,0.5415909916454776
ZeeNews,2023.0,223,93,919,0.6094570928196147
ZeeNewsEnglish,2020.0,93,31,532,0.7024
ZeeNewsEnglish,2021.0,126,64,606,0.6557377049180327
ZeeNewsEnglish,2022.0,102,63,259,0.43490304709141275
ZeeNewsEnglish,2023.0,22,6,42,0.3125
ZeePunjabHH,2020.0,174,44,47,-0.5746606334841629
ZeePunjabHH,2021.0,347,60,114,-0.5054229934924078
ZeePunjabHH,2022.0,182,60,62,-0.4918032786885246
ZeePunjabHH,2023.0,9,2,16,0.28
Zee_Hindustan,2020.0,198,41,712,0.5648351648351648
Zee_Hindustan,2021.0,278,67,977,0.5569721115537849
Zee_Hindustan,2022.0,95,54,670,0.7516339869281046
_AKKaushik,2020.0,11,21,383,0.9441624365482234
_AKKaushik,2021.0,25,499,1195,0.9590163934426229
_AKKaushik,2022.0,4,275,669,0.9881129271916791
_AKKaushik,2023.0,1,18,160,0.9875776397515528
_DigitalIndia,2020.0,6,14,234,0.95
_DigitalIndia,2021.0,13,185,437,0.9422222222222222
_DigitalIndia,2022.0,12,222,506,0.9536679536679536
_DigitalIndia,2023.0,3,5,89,0.9347826086956522
_Sweet_Parul_,2020.0,600,29,0,-1.0
_Sweet_Parul_,2021.0,2009,639,2,-0.9980109398309299
_Sweet_Parul_,2022.0,1254,84,7,-0.9888977002379065
_Sweet_Parul_,2023.0,1169,134,0,-1.0
_garrywalia,2020.0,11430,663,292,-0.9501791503156458
_garrywalia,2021.0,29222,3399,965,-0.9360651936263955
_garrywalia,2022.0,11851,1899,261,-0.9569022457067371
_garrywalia,2023.0,1269,340,15,-0.9766355140186916
_lokeshsharma,2020.0,2746,142,7,-0.9949146385760989
_lokeshsharma,2021.0,9751,1047,12,-0.9975417392195022
_lokeshsharma,2022.0,12959,2238,11,-0.9983037779491133
_lokeshsharma,2023.0,8420,869,3,-0.9992876647275317
_pallavighosh,2020.0,630,45,65,-0.8129496402877698
_pallavighosh,2021.0,599,78,193,-0.5126262626262627
_pallavighosh,2022.0,333,56,206,-0.23562152133580705
_pallavighosh,2023.0,90,18,78,-0.07142857142857142
_prashantkadam,2020.0,570,87,28,-0.9063545150501672
_prashantkadam,2021.0,899,222,57,-0.8807531380753139
_prashantkadam,2022.0,1164,283,66,-0.8926829268292683
_prashantkadam,2023.0,391,65,28,-0.8663484486873508
_sabanaqvi,2020.0,459,16,8,-0.9657387580299786
_sabanaqvi,2021.0,724,44,19,-0.9488559892328399
_sabanaqvi,2022.0,205,17,9,-0.9158878504672897
_sabanaqvi,2023.0,100,17,4,-0.9230769230769231
_sayema,2020.0,1031,69,26,-0.9508041627246925
_sayema,2021.0,3195,370,69,-0.9577205882352942
_sayema,2022.0,758,151,20,-0.9485861182519281
_sayema,2023.0,368,16,30,-0.8492462311557789
aajtak,2020.0,9402,724,7089,-0.14025832272148445
aajtak,2021.0,15125,1889,8197,-0.29705857130606295
aajtak,2022.0,9818,1476,5163,-0.310726920766304
aajtak,2023.0,2307,548,2551,0.050226430629888845
aarohi_vns,2020.0,1,2,186,0.9893048128342246
aarohi_vns,2021.0,2,1,242,0.9836065573770492
aarohi_vns,2022.0,0,1,74,1.0
aarohi_vns,2023.0,0,0,13,1.0
aashishsy,2020.0,2473,17,11,-0.9911433172302737
aashishsy,2021.0,4131,188,40,-0.980819947254855
aashishsy,2022.0,1131,201,1,-0.9982332155477032
aashishsy,2023.0,125,24,0,-1.0
abdullah_0mar,2020.0,10,4,190,0.9
abdullah_0mar,2021.0,55,88,914,0.8864809081527347
abdullah_0mar,2022.0,3,14,314,0.9810725552050473
abdullah_0mar,2023.0,2,3,49,0.9215686274509803
abhijitmajumder,2020.0,92,26,813,0.7966850828729282
abhijitmajumder,2021.0,78,64,1244,0.8819969742813918
abhijitmajumder,2022.0,38,87,1159,0.9365079365079365
abhijitmajumder,2023.0,7,11,114,0.8842975206611571
abhinandita_m,2020.0,329,1,1,-0.9939393939393939
abhinandita_m,2021.0,615,21,2,-0.993517017828201
abhinandita_m,2022.0,464,14,1,-0.9956989247311828
abhinandita_m,2023.0,265,6,0,-1.0
abhisar_sharma,2020.0,2407,96,47,-0.9616951915240424
abhisar_sharma,2021.0,7400,658,211,-0.944553935093943
abhisar_sharma,2022.0,855,106,14,-0.9677790563866513
abhisar_sharma,2023.0,163,13,3,-0.963855421686747
abhish18,2020.0,5,0,15,0.5
abhish18,2021.0,1,1,21,0.9090909090909091
abhish18,2022.0,0,0,16,1.0
abhish18,2023.0,0,0,1,1.0
abpmajhatv,2020.0,1972,535,492,-0.6006493506493507
abpmajhatv,2021.0,3415,637,571,-0.7134972403411942
abpmajhatv,2022.0,4329,984,429,-0.819672131147541
abpmajhatv,2023.0,849,75,86,-0.8160427807486631
abufarhanazmi,2020.0,55,0,0,-1.0
abufarhanazmi,2021.0,56,2,2,-0.9310344827586207
abufarhanazmi,2022.0,30,2,0,-1.0
abufarhanazmi,2023.0,10,0,0,-1.0
actormanojjoshi,2020.0,63,71,1681,0.9277522935779816
actormanojjoshi,2021.0,24,60,890,0.9474835886214442
actormanojjoshi,2022.0,18,27,320,0.893491124260355
actormanojjoshi,2023.0,1,6,51,0.9615384615384616
adarpoonawalla,2020.0,107,11,126,0.0815450643776824
adarpoonawalla,2021.0,183,63,748,0.60687432867884
adarpoonawalla,2022.0,18,10,108,0.7142857142857143
adarpoonawalla,2023.0,1,2,15,0.875
adgpi,2020.0,234,215,1728,0.7614678899082569
adgpi,2021.0,460,320,2980,0.7325581395348837
adgpi,2022.0,151,232,1602,0.8277239018824871
adgpi,2023.0,45,39,768,0.8892988929889298
advmonikaarora,2020.0,17,19,729,0.9544235924932976
advmonikaarora,2021.0,6,18,467,0.9746300211416491
advmonikaarora,2022.0,0,5,35,1.0
afiindia,2020.0,0,0,1,1.0
afiindia,2021.0,16,2,133,0.785234899328859
afiindia,2022.0,10,3,77,0.7701149425287356
afiindia,2023.0,1,0,10,0.8181818181818182
airnews_Chennai,2020.0,9,26,100,0.8348623853211009
airnews_Chennai,2021.0,55,86,229,0.6126760563380281
airnews_Chennai,2022.0,10,13,193,0.9014778325123153
airnews_Chennai,2023.0,10,1,45,0.6363636363636364
airnews_hyd,2020.0,58,2,15,-0.589041095890411
airnews_hyd,2021.0,8,1,24,0.5
airnews_hyd,2022.0,14,4,94,0.7407407407407407
airnews_hyd,2023.0,3,3,55,0.896551724137931
airnewsalerts,2020.0,181,108,1945,0.8297271872060207
airnewsalerts,2021.0,239,263,2495,0.825164594001463
airnewsalerts,2022.0,124,206,1728,0.8660907127429806
airnewsalerts,2023.0,36,103,744,0.9076923076923077
ajaishukla,2020.0,1661,75,30,-0.9645180366646955
ajaishukla,2021.0,294,19,5,-0.9665551839464883
ajaishukla,2022.0,156,3,4,-0.95
ajaishukla,2023.0,9,0,1,-0.8
ajaydevgn,2020.0,82,66,491,0.7137870855148342
ajaydevgn,2021.0,89,36,401,0.636734693877551
ajaydevgn,2022.0,90,16,218,0.4155844155844156
ajaydevgn,2023.0,26,4,46,0.2777777777777778
ajeetbharti,2023.0,83,338,4268,0.9618478510687198
ajinkyarahane88,2020.0,38,12,36,-0.02702702702702703
ajinkyarahane88,2021.0,115,25,220,0.31343283582089554
ajinkyarahane88,2022.0,10,6,16,0.23076923076923078
ajinkyarahane88,2023.0,12,1,1,-0.8461538461538461
ajitanjum,2020.0,4419,266,112,-0.9505627896711543
ajitanjum,2021.0,11550,1539,438,-0.9269269269269269
ajitanjum,2022.0,5642,546,119,-0.9586877278250304
ajitanjum,2023.0,3515,497,70,-0.9609483960948396
ajitdatta,2020.0,53,12,351,0.7376237623762376
ajitdatta,2021.0,71,48,1538,0.9117464263517713
ajitdatta,2022.0,16,57,1128,0.972027972027972
ajitdatta,2023.0,1,9,137,0.9855072463768116
akhileshsharma1,2020.0,154,21,846,0.692
akhileshsharma1,2021.0,183,63,1900,0.8242918867018723
akhileshsharma1,2022.0,111,53,1449,0.8576923076923076
akhileshsharma1,2023.0,11,17,242,0.9130434782608695
akhterzaidi,2020.0,319,42,0,-1.0
akhterzaidi,2021.0,1078,325,2,-0.9962962962962963
akhterzaidi,2022.0,193,20,1,-0.9896907216494846
akhterzaidi,2023.0,42,3,0,-1.0
akshaykumar,2020.0,123,83,1253,0.8212209302325582
akshaykumar,2021.0,88,68,924,0.8260869565217391
akshaykumar,2022.0,42,52,616,0.8723404255319149
akshaykumar,2023.0,12,3,63,0.68
alamgirizvi,2020.0,917,25,0,-1.0
alamgirizvi,2021.0,2098,86,7,-0.9933491686460808
alamgirizvi,2022.0,837,29,1,-0.9976133651551312
alamgirizvi,2023.0,465,1,1,-0.9957081545064378
alishan_jafri,2021.0,45,6,2,-0.9148936170212766
alishan_jafri,2022.0,549,105,17,-0.9399293286219081
alishan_jafri,2023.0,106,24,7,-0.8761061946902655
alok_bhatt,2020.0,20,7,355,0.8933333333333333
alok_bhatt,2021.0,63,130,2636,0.9533160429788811
alok_bhatt,2022.0,21,89,1655,0.9749403341288783
alok_bhatt,2023.0,11,15,446,0.9518599562363238
alva_margaret,2020.0,189,0,0,-1.0
alva_margaret,2021.0,49,1,0,-1.0
alva_margaret,2022.0,1719,155,23,-0.9735935706084959
alva_margaret,2023.0,55,1,4,-0.864406779661017
ambedkariteIND,2020.0,249,16,3,-0.9761904761904762
ambedkariteIND,2021.0,133,24,2,-0.9703703703703703
ambedkariteIND,2022.0,211,27,13,-0.8839285714285714
ambedkariteIND,2023.0,352,49,10,-0.9447513812154696
ambeshr,2020.0,49,0,0,-1.0
ambeshr,2021.0,84,1,2,-0.9534883720930233
ambeshr,2022.0,15,0,0,-1.0
ameytirodkar,2020.0,1342,96,5,-0.9925760950259837
ameytirodkar,2021.0,2392,202,10,-0.9916736053288926
ameytirodkar,2022.0,512,55,2,-0.9922178988326849
ameytirodkar,2023.0,20,0,0,-1.0
amishra77,2020.0,6,24,662,0.9820359281437125
amishra77,2021.0,32,77,1493,0.9580327868852458
amishra77,2022.0,5,8,387,0.9744897959183674
amishra77,2023.0,6,16,142,0.918918918918919
amitabhk87,2020.0,41,55,392,0.8106235565819861
amitabhk87,2021.0,23,37,323,0.8670520231213873
amitabhk87,2022.0,15,8,181,0.8469387755102041
amitabhk87,2023.0,9,9,88,0.8144329896907216
amitsurg,2020.0,5,3,114,0.9159663865546218
amitsurg,2021.0,15,8,474,0.9386503067484663
amitsurg,2022.0,10,4,143,0.869281045751634
amitsurg,2023.0,0,4,60,1.0
anamikamber,2020.0,10,35,687,0.9713055954088953
anamikamber,2021.0,27,445,1978,0.9730673316708229
anamikamber,2022.0,63,375,2966,0.9584021129085507
anamikamber,2023.0,9,73,398,0.9557739557739557
anandmahindra,2020.0,447,50,870,0.3211845102505695
anandmahindra,2021.0,287,73,899,0.5160202360876898
anandmahindra,2022.0,469,204,1422,0.5039661554732946
anandmahindra,2023.0,189,107,634,0.5407047387606319
anantvijay,2020.0,21,27,521,0.922509225092251
anantvijay,2021.0,22,138,1292,0.9665144596651446
anantvijay,2022.0,17,46,875,0.9618834080717489
anantvijay,2023.0,3,12,109,0.9464285714285714
ani_digital,2020.0,145,23,503,0.5524691358024691
ani_digital,2021.0,178,87,1035,0.7065127782357791
ani_digital,2022.0,462,970,2831,0.7194047980564835
ani_digital,2023.0,234,320,1562,0.7394209354120267
anirbanganguly,2020.0,2,13,553,0.9927927927927928
anirbanganguly,2021.0,9,137,830,0.9785458879618594
anirbanganguly,2022.0,3,22,193,0.9693877551020408
anirbanganguly,2023.0,3,31,169,0.9651162790697675
anjali620484,2020.0,140,7,2,-0.971830985915493
anjali620484,2021.0,339,335,13,-0.9261363636363636
anjali620484,2022.0,24,31,0,-1.0
anjanaomkashyap,2020.0,311,100,3542,0.8385673501167921
anjanaomkashyap,2021.0,41,44,605,0.8730650154798761
anjanaomkashyap,2022.0,12,31,293,0.921311475409836
anjanaomkashyap,2023.0,58,29,185,0.522633744855967
ankitasood13,2020.0,599,129,2410,0.6018610834164174
ankitasood13,2021.0,449,696,3548,0.775331498623968
ankitasood13,2022.0,6,335,1171,0.989804587935429
ankitasood13,2023.0,3,182,557,0.9892857142857143
anubhavsinha,2020.0,1468,55,57,-0.9252459016393443
anubhavsinha,2021.0,616,49,52,-0.844311377245509
anubhavsinha,2022.0,1,0,0,-1.0
anuragdhanda,2020.0,831,27,33,-0.9236111111111112
anuragdhanda,2021.0,1431,79,10,-0.9861207494795281
anuragdhanda,2022.0,1608,335,4,-0.9950372208436724
anuragdhanda,2023.0,477,503,1,-0.99581589958159
anuragkashyap72,2020.0,1405,37,36,-0.9500346981263011
anuragkashyap72,2021.0,63,10,2,-0.9384615384615385
anuragkashyap72,2022.0,3,1,1,-0.5
anuragkashyap72,2023.0,3,1,1,-0.5
aparanjape,2020.0,16,9,238,0.8740157480314961
aparanjape,2021.0,27,15,321,0.8448275862068966
aparanjape,2022.0,17,12,90,0.6822429906542056
aparanjape,2023.0,4,6,31,0.7714285714285715
apnarajeevnigam,2020.0,47,3,0,-1.0
apnarajeevnigam,2021.0,2128,371,243,-0.7950231969633066
apnarajeevnigam,2022.0,1443,218,83,-0.891218872870249
apnarajeevnigam,2023.0,706,196,9,-0.9748251748251748
arunbothra,2020.0,295,32,895,0.5042016806722689
arunbothra,2021.0,460,96,1080,0.4025974025974026
arunbothra,2022.0,70,39,662,0.8087431693989071
arunbothra,2023.0,13,10,75,0.7045454545454546
arunpudur,2020.0,5,7,158,0.9386503067484663
arunpudur,2021.0,5,22,305,0.967741935483871
arunpudur,2022.0,20,72,991,0.960435212660732
arunpudur,2023.0,11,29,379,0.9435897435897436
arunsingh4775,2020.0,1314,65,10,-0.9848942598187311
arunsingh4775,2021.0,2289,294,44,-0.962280325760823
arunsingh4775,2022.0,3012,488,38,-0.9750819672131148
arunsingh4775,2023.0,838,200,1,-0.9976162097735399
arvindgunasekar,2020.0,1326,18,170,-0.7727272727272727
arvindgunasekar,2021.0,2435,329,178,-0.8637581324148488
arvindgunasekar,2022.0,1014,100,63,-0.883008356545961
arvindgunasekar,2023.0,273,19,13,-0.9090909090909091
ashish_jadhao,2020.0,102,56,0,-1.0
ashish_jadhao,2021.0,189,69,18,-0.8260869565217391
ashish_jadhao,2022.0,401,279,10,-0.9513381995133819
ashish_jadhao,2023.0,128,113,1,-0.9844961240310077
ashokepandit,2020.0,23,55,1529,0.970360824742268
ashokepandit,2021.0,62,146,2184,0.9447907390917186
ashokepandit,2022.0,32,115,1964,0.9679358717434869
ashokepandit,2023.0,25,101,853,0.9430523917995444
ashoswai,2020.0,4249,348,174,-0.9213203707890572
ashoswai,2021.0,4744,589,136,-0.9442622950819672
ashoswai,2022.0,7622,1154,361,-0.9095578103469873
ashoswai,2023.0,3858,354,205,-0.8990893428501108
ashutosh83B,2020.0,4426,213,85,-0.9623143427178009
ashutosh83B,2021.0,4393,322,137,-0.9395143487858719
ashutosh83B,2022.0,952,105,31,-0.9369277721261444
ashutosh83B,2023.0,636,78,21,-0.9360730593607306
ashwinmahesh,2020.0,75,0,0,-1.0
ashwinmahesh,2021.0,150,2,0,-1.0
ashwinmahesh,2022.0,153,1,1,-0.987012987012987
ashwinmahesh,2023.0,62,1,2,-0.9375
atahasnain53,2020.0,12,2,115,0.8110236220472441
atahasnain53,2021.0,7,6,74,0.8271604938271605
atahasnain53,2022.0,2,3,9,0.6363636363636364
atahasnain53,2023.0,0,1,2,1.0
atti_cus,2020.0,940,48,19,-0.9603753910323254
atti_cus,2021.0,1979,424,13,-0.9869477911646586
atti_cus,2022.0,487,71,9,-0.9637096774193549
atti_cus,2023.0,49,2,0,-1.0
autocarindiamag,2020.0,8,1,1,-0.7777777777777778
autocarindiamag,2021.0,8,10,1,-0.7777777777777778
autocarindiamag,2022.0,9,41,3,-0.5
autocarindiamag,2023.0,1,1,5,0.6666666666666666
avinashonly,2020.0,217,14,5,-0.954954954954955
avinashonly,2021.0,796,63,17,-0.958179581795818
avinashonly,2022.0,620,116,47,-0.8590704647676162
avinashonly,2023.0,6,1,0,-1.0
awanishvidyarth,2020.0,4,2,36,0.8
awanishvidyarth,2021.0,14,19,386,0.93
awanishvidyarth,2022.0,10,4,77,0.7701149425287356
awanishvidyarth,2023.0,1,0,41,0.9523809523809523
awasthis,2020.0,169,37,470,0.47104851330203446
awasthis,2021.0,132,33,529,0.6006051437216339
awasthis,2022.0,93,37,179,0.3161764705882353
awasthis,2023.0,232,54,190,-0.0995260663507109
azad_nishant,2020.0,3,11,116,0.9495798319327731
azad_nishant,2021.0,1,40,214,0.9906976744186047
azad_nishant,2022.0,11,88,396,0.9459459459459459
azad_nishant,2023.0,0,2,10,1.0
azizkavish,2020.0,936,30,6,-0.9872611464968153
azizkavish,2021.0,1393,980,23,-0.9675141242937854
azizkavish,2022.0,986,254,8,-0.9839034205231388
azizkavish,2023.0,154,57,6,-0.925
baglamukhipuja,2020.0,125,8,3279,0.9265569917743831
baglamukhipuja,2021.0,5879,2188,14708,0.42886287462962064
baglamukhipuja,2022.0,10905,2736,12980,0.08687460749424325
baglamukhipuja,2023.0,3259,2243,4104,0.1147630042102404
bainjal,2020.0,4005,252,151,-0.9273339749759384
bainjal,2021.0,10236,608,694,-0.8730100640439158
bainjal,2022.0,2180,289,138,-0.8809318377911993
bainjal,2023.0,1045,135,90,-0.8414096916299559
barandbench,2020.0,1033,56,437,-0.4054421768707483
barandbench,2021.0,1785,148,877,-0.3410969196093163
barandbench,2022.0,837,136,785,-0.032059186189889025
barandbench,2023.0,716,57,414,-0.2672566371681416
baxiabhishek,2020.0,265,3,3,-0.9776119402985075
baxiabhishek,2021.0,563,26,28,-0.9052453468697124
baxiabhishek,2022.0,249,14,14,-0.8935361216730038
baxiabhishek,2023.0,56,8,1,-0.9649122807017544
bbcnewsmarathi,2020.0,244,88,42,-0.7062937062937062
bbcnewsmarathi,2021.0,360,96,59,-0.7183770883054893
bbcnewsmarathi,2022.0,174,100,22,-0.7755102040816326
bbcnewsmarathi,2023.0,72,26,3,-0.92
bhagatram2020,2020.0,9,0,0,-1.0
bhagatram2020,2021.0,106,5,105,-0.004739336492890996
bhagatram2020,2022.0,1617,157,53,-0.9365269461077844
bhagatram2020,2023.0,952,164,10,-0.9792099792099792
bhak_sala,2020.0,9,2,149,0.8860759493670886
bhak_sala,2021.0,17,10,539,0.9388489208633094
bhak_sala,2022.0,9,5,140,0.8791946308724832
bhak_sala,2023.0,1,1,29,0.9333333333333333
bharat_builder,2020.0,65,0,6,-0.8309859154929577
bharat_builder,2021.0,118,2,1,-0.9831932773109243
bharat_builder,2022.0,37,0,0,-1.0
bharat_builder,2023.0,6,0,0,-1.0
bhupenderc19,2020.0,513,152,5,-0.9806949806949807
bhupenderc19,2021.0,2910,356,42,-0.9715447154471545
bhupenderc19,2022.0,341,15,8,-0.9541547277936963
bhupenderc19,2023.0,138,1,0,-1.0
bhupendrachaube,2020.0,98,10,136,0.1623931623931624
bhupendrachaube,2021.0,24,4,170,0.7525773195876289
bhupendrachaube,2022.0,15,3,70,0.6470588235294118
bhupendrachaube,2023.0,1,0,9,0.8
bibekdebroy,2020.0,0,2,25,1.0
bibekdebroy,2021.0,3,0,18,0.7142857142857143
bibekdebroy,2022.0,2,1,13,0.7333333333333333
bibekdebroy,2023.0,0,1,6,1.0
bole_bharat,2021.0,64,4,0,-1.0
bole_bharat,2022.0,6882,488,26,-0.9924724956572091
bole_bharat,2023.0,1060,106,3,-0.9943555973659455
brajeshabpnews,2020.0,580,24,124,-0.6477272727272727
brajeshabpnews,2021.0,3185,201,423,-0.7655210643015521
brajeshabpnews,2022.0,1076,128,247,-0.6266061980347695
brajeshabpnews,2023.0,427,65,93,-0.6423076923076924
brajeshksingh,2020.0,16,7,593,0.9474548440065681
brajeshksingh,2021.0,38,63,1616,0.9540507859733979
brajeshksingh,2022.0,7,17,482,0.9713701431492843
brajeshksingh,2023.0,0,1,66,1.0
brajeshlive,2020.0,5497,234,594,-0.8049581349532097
brajeshlive,2021.0,9068,776,567,-0.8823040996367411
brajeshlive,2022.0,685,73,69,-0.8169761273209549
brajeshlive,2023.0,74,8,6,-0.85
bstvlive,2020.0,3192,133,809,-0.5956010997250687
bstvlive,2021.0,6027,748,3359,-0.28425314297890475
bstvlive,2022.0,3867,405,1359,-0.4799081515499426
bstvlive,2023.0,1255,293,465,-0.45930232558139533
buzzindelhi,2020.0,2,2,288,0.9862068965517241
buzzindelhi,2021.0,6,11,652,0.9817629179331308
buzzindelhi,2022.0,1,7,151,0.9868421052631579
buzzindelhi,2023.0,5,0,15,0.5
c_aashish,2020.0,5,3,222,0.9559471365638766
c_aashish,2021.0,3,16,287,0.9793103448275862
c_aashish,2022.0,2,4,114,0.9655172413793104
c_aashish,2023.0,1,1,37,0.9473684210526315
capt_ivane,2020.0,25,5,148,0.7109826589595376
capt_ivane,2021.0,56,38,419,0.7642105263157895
capt_ivane,2022.0,18,17,153,0.7894736842105263
capt_ivane,2023.0,5,10,67,0.8611111111111112
cbic_india,2020.0,12,2,316,0.926829268292683
cbic_india,2021.0,22,30,721,0.9407806191117093
cbic_india,2022.0,3,22,1191,0.9949748743718593
cbic_india,2023.0,0,3,207,1.0
centerofright,2020.0,12,8,444,0.9473684210526315
centerofright,2021.0,10,6,870,0.9772727272727273
centerofright,2022.0,0,1,183,1.0
centerofright,2023.0,0,2,139,1.0
chatukhor,2020.0,27,0,0,-1.0
chatukhor,2021.0,50,1,0,-1.0
chatukhor,2022.0,43,2,2,-0.9111111111111111
chatukhor,2023.0,19,3,2,-0.8095238095238095
chitraaum,2020.0,806,109,2347,0.48874088169996827
chitraaum,2021.0,520,269,1460,0.47474747474747475
chitraaum,2022.0,115,83,847,0.760914760914761
chitraaum,2023.0,67,84,383,0.7022222222222222
chowhanpriyanka,2020.0,478,3,4,-0.983402489626556
chowhanpriyanka,2021.0,797,19,5,-0.9875311720698254
chowhanpriyanka,2022.0,320,18,0,-1.0
chowhanpriyanka,2023.0,46,2,0,-1.0
cleanganganmcg,2020.0,3,14,256,0.9768339768339769
cleanganganmcg,2021.0,3,10,832,0.9928143712574851
cleanganganmcg,2022.0,14,16,666,0.9588235294117647
cleanganganmcg,2023.0,0,10,184,1.0
cmohry,2020.0,248,34,2692,0.8312925170068027
cmohry,2021.0,784,123,5556,0.7526813880126183
cmohry,2022.0,368,60,2142,0.7067729083665338
cmohry,2023.0,76,27,633,0.7856135401974612
congress_,2020.0,312,10,0,-1.0
congress_,2021.0,117,4,0,-1.0
congress_,2022.0,45,3,1,-0.9565217391304348
congress_,2023.0,7,0,0,-1.0
coolfunnytshirt,2020.0,20,18,341,0.889196675900277
coolfunnytshirt,2021.0,19,23,2117,0.9822097378277154
coolfunnytshirt,2022.0,7,5,634,0.9781591263650546
coolfunnytshirt,2023.0,3,0,70,0.9178082191780822
dave_janak,2020.0,104,12,296,0.48
dave_janak,2021.0,73,29,871,0.8453389830508474
dave_janak,2022.0,24,103,732,0.9365079365079365
dave_janak,2023.0,6,120,207,0.9436619718309859
davidfrawleyved,2020.0,44,24,1343,0.9365537130497477
davidfrawleyved,2021.0,13,62,1690,0.9847328244274809
davidfrawleyved,2022.0,8,138,894,0.9822616407982262
davidfrawleyved,2023.0,2,10,164,0.9759036144578314
dayakamPR,2020.0,109,20,56,-0.3212121212121212
dayakamPR,2021.0,164,109,43,-0.5845410628019324
dayakamPR,2022.0,109,39,11,-0.8166666666666667
dayakamPR,2023.0,15,1,3,-0.6666666666666666
dc_dhanbad,2020.0,374,4,17,-0.9130434782608695
dc_dhanbad,2021.0,182,4,5,-0.946524064171123
dc_dhanbad,2022.0,70,1,2,-0.9444444444444444
dc_dhanbad,2023.0,3,0,0,-1.0
deepakbhatuse,2020.0,84,41,10,-0.7872340425531915
deepakbhatuse,2021.0,62,26,0,-1.0
deepakbhatuse,2022.0,34,21,0,-1.0
deepakbhatuse,2023.0,7,5,0,-1.0
deepakpatel_91,2021.0,155,79,1,-0.9871794871794872
deepakpatel_91,2022.0,2,1,1,-0.3333333333333333
deespeak,2020.0,133,24,25,-0.6835443037974683
deespeak,2021.0,115,28,21,-0.6911764705882353
deespeak,2022.0,14,6,2,-0.75
deespeak,2023.0,15,2,0,-1.0
delhichatter,2020.0,6,5,128,0.9104477611940298
delhichatter,2021.0,3,30,364,0.9836512261580381
delhichatter,2022.0,2,5,204,0.9805825242718447
delhichatter,2023.0,0,6,42,1.0
desimojito,2020.0,52,61,1682,0.9400230680507498
desimojito,2021.0,22,50,1970,0.9779116465863453
desimojito,2022.0,3,18,545,0.9890510948905109
desimojito,2023.0,3,19,260,0.9771863117870723
devduttmyth,2020.0,367,28,11,-0.9417989417989417
devduttmyth,2021.0,385,246,3,-0.9845360824742269
devduttmyth,2022.0,114,18,6,-0.9
devduttmyth,2023.0,19,12,1,-0.9
dhaval241086,2020.0,14,22,957,0.9711637487126673
dhaval241086,2021.0,21,43,1803,0.9769736842105263
dhaval241086,2022.0,3,13,783,0.9923664122137404
dhaval241086,2023.0,5,23,466,0.9787685774946921
dhavalkulkarni,2020.0,28,0,2,-0.8666666666666667
dhavalkulkarni,2021.0,16,1,2,-0.7777777777777778
dhavalkulkarni,2022.0,52,14,7,-0.7627118644067796
dhavalkulkarni,2023.0,15,0,2,-0.7647058823529411
dhruv_rathee,2020.0,2189,109,87,-0.9235500878734623
dhruv_rathee,2021.0,2049,110,93,-0.9131652661064426
dhruv_rathee,2022.0,519,40,25,-0.9080882352941176
dhruv_rathee,2023.0,245,28,12,-0.9066147859922179
dibang,2020.0,163,0,25,-0.7340425531914894
dibang,2021.0,535,38,41,-0.8576388888888888
dibang,2022.0,52,1,1,-0.9622641509433962
dibang,2023.0,30,3,1,-0.9354838709677419
diljitdosanjh,2020.0,2685,173,57,-0.9584245076586433
diljitdosanjh,2021.0,919,55,13,-0.9721030042918455
diljitdosanjh,2022.0,53,7,15,-0.5588235294117647
diljitdosanjh,2023.0,16,4,0,-1.0
dnyadav,2020.0,356,55,3,-0.9832869080779945
dnyadav,2021.0,1877,346,7,-0.9925690021231423
