original_author,polarity_avg,label_0_5
ambeshr,-0.9844961240310077,Pro OPP
ameytirodkar,-0.9941168997968903,Pro OPP
amishra77,0.9583693574665612,Pro Ruling
amitabhk87,0.8347618362260748,Pro Ruling
amitsurg,0.9309744347636806,Pro Ruling
anamikamber,0.9646372489405561,Pro Ruling
anandmahindra,0.4704689101430464,Neutral
anantvijay,0.949333916064429,Pro Ruling
ani_digital,0.6794519118766896,Pro Ruling
anirbanganguly,0.9764606787316151,Pro Ruling
anjali620484,-0.9659891165172856,Pro OPP
anjanaomkashyap,0.7888943964656179,Pro Ruling
ankitasood13,0.8390707210653822,Pro Ruling
anubhavsinha,-0.9231857596282844,Pro OPP
anuragdhanda,-0.9751462452539754,Pro OPP
anuragkashyap72,-0.7221240591469599,Pro OPP
aparanjape,0.7931287240802924,Pro Ruling
apnarajeevnigam,-0.9152668111646827,Pro OPP
arunbothra,0.6050219268035083,Pro Ruling
arunpudur,0.9526042996207031,Pro Ruling
arunsingh4775,-0.9799681906415523,Pro OPP
arvindgunasekar,-0.8571461676947478,Pro OPP
ashish_jadhao,-0.9404803200165321,Pro OPP
ashokepandit,0.9565349568442545,Pro Ruling
ashoswai,-0.9185574547670307,Pro OPP
ashutosh83B,-0.9437073807476369,Pro OPP
ashwinmahesh,-0.9811282467532467,Pro OPP
atahasnain53,0.8186369380595102,Pro Ruling
atti_cus,-0.9777582149040847,Pro OPP
autocarindiamag,-0.3472222222222222,Neutral
avinashonly,-0.9430512503795973,Pro OPP
awanishvidyarth,0.863123973727422,Pro Ruling
awasthis,0.32207601531529817,Neutral
azad_nishant,0.971555863074331,Pro Ruling
azizkavish,-0.9659196728284349,Pro OPP
baglamukhipuja,0.38926436952712185,Neutral
bainjal,-0.8806713921102524,Pro OPP
barandbench,-0.2614637299595238,Neutral
baxiabhishek,-0.9353264223857445,Pro OPP
bbcnewsmarathi,-0.780045249670207,Pro OPP
bhagatram2020,-0.7301190654526637,Pro OPP
bhak_sala,0.9093632086090536,Pro Ruling
bharat_builder,-0.9535447982009705,Pro OPP
bhupenderc19,-0.9765986059839579,Pro OPP
bhupendrachaube,0.5905073263775508,Pro Ruling
bibekdebroy,0.861904761904762,Pro Ruling
bole_bharat,-0.9956093643410515,Pro OPP
brajeshabpnews,-0.6705405568428217,Pro OPP
brajeshksingh,0.9682189432823125,Pro Ruling
brajeshlive,-0.8385595904777264,Pro OPP
bstvlive,-0.45476617995882784,Neutral
buzzindelhi,0.8637029799370032,Pro Ruling
c_aashish,0.9620357859558512,Pro Ruling
capt_ivane,0.7814444951492412,Pro Ruling
cbic_india,0.9656461904440629,Pro Ruling
centerofright,0.9811602870813397,Pro Ruling
chatukhor,-0.9301587301587302,Pro OPP
chitraaum,0.6066563348961065,Pro Ruling
chowhanpriyanka,-0.9927334154240953,Pro OPP
cleanganganmcg,0.9821179693758066,Pro Ruling
cmohry,0.769090088395854,Pro Ruling
congress_,-0.9891304347826086,Pro OPP
coolfunnytshirt,0.9418434398177823,Pro Ruling
dave_janak,0.8013772228474425,Pro Ruling
davidfrawleyved,0.9698629481833215,Pro Ruling
dayakamPR,-0.5972716293368467,Pro OPP
dc_dhanbad,-0.9510029967191093,Pro OPP
deepakbhatuse,-0.9468085106382979,Pro OPP
deepakpatel_91,-0.6602564102564102,Pro OPP
deespeak,-0.7811801935964259,Pro OPP
delhichatter,0.9686703779059782,Pro Ruling
desimojito,0.9710430303286696,Pro Ruling
devduttmyth,-0.9315837560682921,Pro OPP
dhaval241086,0.9798181056579065,Pro Ruling
dhavalkulkarni,-0.7929655478010413,Pro OPP
dhruv_rathee,-0.9128545938165601,Pro OPP
dibang,-0.872357365997879,Pro OPP
diljitdosanjh,-0.8723377603405633,Pro OPP
dnyadav,-0.9923716208623861,Pro OPP
dp_satish,-0.6349706611174133,Pro OPP
drkafeelkhan,-0.9761375227016799,Pro OPP
drrajivguptaias,0.9753280299324633,Pro Ruling
eOrganiser,0.9568435567051934,Pro Ruling
editorvskbharat,0.8582833871531859,Pro Ruling
elonmusk,0.2563651922142951,Neutral
epanchjanya,0.9461404326895357,Pro Ruling
erbmjha,0.9720621861665052,Pro Ruling
fadnavis_amruta,0.94571506184554,Pro Ruling
faijalkhantroll,-0.920935492120321,Pro OPP
fayedsouza,-0.8062261679496552,Pro OPP
ficci_india,0.7292976183467197,Pro Ruling
firstbiharnews,0.17024614187281378,Neutral
firstpost,0.14729975353883829,Neutral
flickersingh,0.6925302258422054,Pro Ruling
fpjindia,-0.594525742856305,Pro OPP
free_thinker,-0.947696964083617,Pro OPP
friendsofrss,0.9372560115587542,Pro Ruling
gauravcsawant,0.9080495723788407,Pro Ruling
geetv79,-0.9972615824476234,Pro OPP
go4avinash,0.9879967702548348,Pro Ruling
gops33,-0.9991568951183645,Pro OPP
gorakhpurpolice,0.4696969696969697,Neutral
gurdeepsappal,-0.9863996169102974,Pro OPP
gyanu999,0.30791666666666667,Neutral
hallagullaboy,-0.989323100266683,Pro OPP
harbhajan_singh,-0.42164040678610726,Neutral
harshmadhusudan,0.953274149201079,Pro Ruling
hemantrajora_,-0.917820680006111,Pro OPP
hiteshshankar,0.9101363927956999,Pro Ruling
htTweets,-0.33219487424004257,Neutral
hussainhaidry,-0.8671846568016939,Pro OPP
hvgoenka,-0.06792182284005963,Neutral
iAnkurSingh,0.9542358679147218,Pro Ruling
iArpitSpeaks,-0.9724365042561169,Pro OPP
iamnarendranath,-0.8439097020123633,Pro OPP
iamrana,-0.9324527491408935,Pro OPP
iamsrk,-0.5559866842656727,Pro OPP
ians_india,-0.5098991441591031,Pro OPP
imMAK02,-0.9352383394947837,Pro OPP
imVkohli,0.09820613183209946,Neutral
indian_armada,-0.9746567670584638,Pro OPP
indianewsraj1,-0.45360312870253233,Neutral
indiantweeter,0.9380036417955002,Pro Ruling
indiatvnews,0.5790219831976187,Pro Ruling
investindia,0.879660375856028,Pro Ruling
ippatel,0.9628892428166149,Pro Ruling
ipskabra,-0.32144368917318694,Neutral
ipspankajnain,-0.5137510140368124,Pro OPP
irobertvadra,-0.9975162258460355,Pro OPP
ishkarnBHANDARI,0.9389590632207083,Pro Ruling
isro,0.7337005066188724,Pro Ruling
ivaibhavk,-0.9973753280839894,Pro OPP
jainendrakumar,-0.9532173500180793,Pro OPP
jamiamillia_,-0.9904761904761905,Pro OPP
jankibaat1,0.7881643725125207,Pro Ruling
jatingandhi,-0.9191919191919192,Pro OPP
jawharsircar,-0.9396302456986576,Pro OPP
jdhankhar1,0.9000478503317595,Pro Ruling
jihadwatchRS,0.9626809895627572,Pro Ruling
jyotiyadaav,-0.8493303562165837,Pro OPP
kamleshsutar,-0.7874125874125875,Pro OPP
karanbhasin95,0.9872850783867733,Pro Ruling
kaushikcbasu,-0.9654018589512942,Pro OPP
kaushikrj6,-0.9524548368298369,Pro OPP
kaushkrahul,0.9793623096052754,Pro Ruling
ketto,-0.48315217391304344,Neutral
khanumarfa,-0.907756234328494,Pro OPP
kiran_patniak,-1.0,Pro OPP
kiranshaw,-0.18797277080491953,Neutral
knowthenation,0.9833027424696398,Pro Ruling
kumarprakash4u,0.34444949150831505,Neutral
kunalkamra88,-0.9261277106574013,Pro OPP
kunalpurohit,-0.8984103120578225,Pro OPP
lokmat,-0.33278911625234153,Neutral
loksabhaspeaker,0.8249740238368564,Pro Ruling
madhukishwar,0.9353588219689914,Pro Ruling
maha_governor,0.8936846339739135,Pro Ruling
majorgauravarya,0.9582784366105279,Pro Ruling
maliniawasthi,0.9246218093767126,Pro Ruling
manakgupta,0.2751826929346902,Neutral
manaman_chhina,-0.9191143853460304,Pro OPP
mandeeppunia1,-0.9701924661087545,Pro OPP
mangeshkarlata,0.7001851225054927,Pro Ruling
manjeetkaur_,-1.0,Pro OPP
mankabTOI,-1.0,Pro OPP
mannkibaat,0.9732029723593117,Pro Ruling
manogyaloiwal,0.8782678750179286,Pro Ruling
manojmuntashir,0.8345116989221733,Pro Ruling
maryada_maurya,-0.9274787786762554,Pro OPP
maryashakil,0.18952428381536005,Neutral
mataonline,-0.6011216606931997,Pro OPP
mfaisalpatel,-0.9854503743752543,Pro OPP
micnewdelhi,0.03587248853029584,Neutral
mid_day,-0.3796444840562488,Neutral
milindkhandekar,-0.7627166539435789,Pro OPP
mirabai_chanu,0.5131538829168554,Pro Ruling
mkvenu1,-0.9469787561179959,Pro OPP
moayush,0.969167912980535,Pro Ruling
modiarchive,0.9634715220707766,Pro Ruling
moesgoi,1.0,Pro Ruling
moneycontrolcom,0.26125711237553345,Neutral
moronhumor,0.9607118300782698,Pro Ruling
muglikar_,0.9760329903642005,Pro Ruling
mumbaitak,-0.7215194497175998,Pro OPP
mvmeet,0.9669121644109921,Pro Ruling
mybmc,-0.25840522331548565,Neutral
mygovindia,0.9715309301039171,Pro Ruling
myogioffice,0.9508523867396698,Pro Ruling
nadera_anjum,-0.9852950581827705,Pro OPP
nanditathhakur,0.9666111818028051,Pro Ruling
nandtara,-0.9691250234842068,Pro OPP
narendramodi177,0.9849805049817482,Pro Ruling
naukarshah,-0.9933670279619232,Pro OPP
navalkant,0.39300074531312706,Neutral
navjivanindia,-0.9902733501438291,Pro OPP
navneetmishra99,0.9663757838679625,Pro Ruling
navneetsehgal3,0.8947811447811448,Pro Ruling
ndmaindia,0.7668797185998627,Pro Ruling
ndtv,-0.713828912872241,Pro OPP
ndtvfeed,-0.7534270112332662,Pro OPP
ndtvindia,-0.9301133581943792,Pro OPP
ndtvvideos,-0.8914080344125479,Pro OPP
neeraj_congress,-1.0,Pro OPP
nehafolksinger,-0.9198321085189256,Pro OPP
nehajoychauhan,-0.9980158022189141,Pro OPP
netshrink,-0.934311224489796,Pro OPP
news18dotcom,0.009547098329118368,Neutral
news24tvchannel,-0.7483064328325576,Pro OPP
news4nations,0.383737524726806,Neutral
news7tamil,-0.4776766400348377,Neutral
newslaundry,-0.921240342617573,Pro OPP
nijunction,0.9962201069855254,Pro Ruling
nikhat_92,-1.0,Pro OPP
nildeoreIAS,-0.40301208973062425,Neutral
nirwamehta,0.9775752314814815,Pro Ruling
nishasinghji,-0.9833612212912353,Pro OPP
nit_set,-0.9161064990700853,Pro OPP
nixxin,-0.8223628691983123,Pro OPP
njalva,-0.9916464626153396,Pro OPP
noconversion,0.987147895321983,Pro Ruling
omthanvi,-0.9566880736811574,Pro OPP
one_by_two,-0.8977067614474861,Pro OPP
orfonline,0.5534199687671364,Pro Ruling
oyevivekk,0.6827739197530864,Pro Ruling
pallavict,0.9030628631144912,Pro Ruling
pankajjha_,-0.11785825346668341,Neutral
pantlp,-0.23160866794823348,Neutral
paranjoygt,-0.9432863450067661,Pro OPP
parthpunter,-0.9629044846778837,Pro OPP
patrika_mp,0.03093561368209255,Neutral
payalmehta100,0.7506367402690809,Pro Ruling
pbhushan1,-0.9470942686091294,Pro OPP
phdchamber,0.7828358208955224,Pro Ruling
pibchennai,0.9197565591781462,Pro Ruling
ppbajpai,-0.9584025942910854,Pro OPP
prabhatkhabar,-0.5090172489562734,Pro OPP
pradip103,0.9036523873129096,Pro Ruling
prafullaketkar,0.9281956494805981,Pro Ruling
prasannavishy,0.9746970383186004,Pro Ruling
prdjharkhand,-0.9914900959592791,Pro OPP
preetiagr123,-0.9979731894236219,Pro OPP
priyaakulkarni2,0.9737061217396374,Pro Ruling
priyangpandey,0.6413170163170163,Pro Ruling
promilagupta24,-0.992551724137931,Pro OPP
pudharionline,-0.23697214734950584,Neutral
puneetsinghlive,-0.9239412442445448,Pro OPP
punjabkesari,-0.4650993219348162,Neutral
rachitseth,-0.9877765346750973,Pro OPP
rahulkanwal,-0.014398728115542284,Neutral
rahulroushan,0.9326849392391325,Pro Ruling
raisinadialogue,0.5950457457306773,Pro Ruling
rajeevdhyani,-0.9803360618330196,Pro OPP
rajgopal88,0.9384876310708195,Pro Ruling
rajivkhandekar,-0.9490445859872612,Pro OPP
rajshekharTOI,0.947985347985348,Pro Ruling
rajtoday,0.39079706701065925,Neutral
rajuparulekar,-0.9894668906399168,Pro OPP
rajyasabhatv,0.5569985569985569,Pro Ruling
ramanmann1974,-0.9426212081267407,Pro OPP
ramnikmann,0.9888800164658619,Pro Ruling
ranjeetadadwal,-0.9897554971730642,Pro OPP
ranjeetnature,-0.625,Pro OPP
ranvijaylive,-0.9147043392965585,Pro OPP
rashtrapatibhvn,0.9151056186283587,Pro Ruling
ravi27kant,-0.9888088667137963,Pro OPP
ravibhadoria,0.9720487961837951,Pro Ruling
ravishndtv,-0.9023026488965078,Pro OPP
realDonaldTrump,0.4621558300337841,Neutral
republic,0.6585821860417627,Pro Ruling
reshma_alam9,-0.9973977432723536,Pro OPP
richaanirudh,0.8293830899975067,Pro Ruling
richapintoi,-0.06776450950179765,Neutral
rishi_suri,-0.2032990233842423,Neutral
rishibagree,0.9736402396030014,Pro Ruling
rishikeshlaw,-0.9962335216572504,Pro OPP
rohanduaT02,0.7784084221227805,Pro Ruling
rohini_sgh,-0.9447764742719369,Pro OPP
rose_k01,0.9647716158817902,Pro Ruling
rpbreakingnews,-0.31440111786809116,Neutral
rsrobin1,0.08870117009728717,Neutral
rwac48,-0.9467874253346271,Pro OPP
saahilmenghani,-0.979828333731203,Pro OPP
saamTVnews,-0.40546208160556724,Neutral
sachin_rt,0.03922874477151909,Neutral
sachingupta787,-0.5565231805042669,Pro OPP
sagarikaghose,-0.9482299123094815,Pro OPP
sahiljoshii,-0.701345241836414,Pro OPP
sajjanjindal,0.415292009276829,Neutral
saket71,0.9277692515093272,Pro Ruling
sakshijoshii,-0.9620135273411728,Pro OPP
sampitroda,-0.9894053059925255,Pro OPP
sanjayswadesh,0.9878886344889258,Pro Ruling
sanjeevsanyal,0.9133274495124217,Pro Ruling
sanjuydv,-0.9934423414268603,Pro OPP
sanket,-0.7696565480333106,Pro OPP
sansad_tv,0.7500961119871387,Pro Ruling
saraf_pankaj,-0.9928079182283416,Pro OPP
sardanarohit,0.8956190440288443,Pro Ruling
sardesairajdeep,-0.90422820245069,Pro OPP
satishacharya,-0.9595320230917052,Pro OPP
scribe_prashant,-0.9013007427092302,Pro OPP
scroll_in,-0.9018111491011991,Pro OPP
seemay,-0.9778699110031365,Pro OPP
sengarlive,0.14396445765945898,Neutral
seriousfunnyguy,0.9817201247027438,Pro Ruling
shahid_siddiqui,-0.9037344926549135,Pro OPP
shailesh505,-0.5208333333333333,Pro OPP
shakeelNBT,-0.984176068691618,Pro OPP
shantanug_,0.9661752423725988,Pro Ruling
sharadsharma1,-0.9834511493849787,Pro OPP
sharmanagendar,-0.9695328987145179,Pro OPP
sharmarekha,0.747190498439833,Pro Ruling
shashank_ssj,0.9450185786022944,Pro Ruling
sherryontopp,-0.9820466156560896,Pro OPP
shubhankrmishra,0.6804838682848579,Pro Ruling
siddarthpaim,0.97977023453074,Pro Ruling
siddharthjourno,-0.993125739113178,Pro OPP
siddheshsawant_,-1.0,Pro OPP
sidhant,0.8807897516523259,Pro Ruling
singhvarun,0.8885328354326077,Pro Ruling
smitadeshmukh,0.9582376724569444,Pro Ruling
smitaprakash,0.8886776423177556,Pro Ruling
snshriraj,0.8915204678362574,Pro Ruling
sohitmishra99,-0.9682050188593416,Pro OPP
sonaliranade,-0.8494314095284582,Pro OPP
spbhattacharya,0.63546733470832,Pro Ruling
speedytohike,-0.9950649380863476,Pro OPP
sportstarweb,0.268928198238543,Neutral
ss_suryawanshi,-0.8641371228867729,Pro OPP
ssingapuri,0.2804158067747559,Neutral
subhash2908,-0.998554092891706,Pro OPP
sudarsansand,0.4735186236363097,Neutral
sudhirchaudhary,0.9236120617698235,Pro Ruling
suhasinih,-0.9020386188682862,Pro OPP
sujitsingh__,-0.9969951741808667,Pro OPP
sunandavashisht,0.9211680735024999,Pro Ruling
sunetrac,-0.8807100591715976,Pro OPP
surnell,0.9770459231377814,Pro Ruling
suryapsingh_IAS,-0.9274447324269307,Pro OPP
susantananda3,0.043815370186502944,Neutral
sushant_says,-0.9727028792715223,Pro OPP
svaradarajan,-0.9680355812624983,Pro OPP
swachhbharat,0.8486227489545903,Pro Ruling
swati_gs,0.9357888817356546,Pro Ruling
syedurahman,-0.6465393899495282,Pro OPP
t_d_h_nair,-0.9523015141834702,Pro OPP
taapsee,-0.8516827589875707,Pro OPP
tanejamainhoon,-0.9291819291819291,Pro OPP
taran_adarsh,0.24476039537862745,Neutral
tarun10sharma,-0.8753661919469229,Pro OPP
taslimanasreen,0.7650640911932653,Pro Ruling
tehseenp,-0.8802308964088426,Pro OPP
thakkar_sameet,0.9744852728504947,Pro Ruling
thakur_shivangi,0.5155730663560214,Pro Ruling
the_hindu,-0.6068907689859138,Pro OPP
thehawkeyex,0.9264603383164794,Pro Ruling
themodistory,0.9696052010514116,Pro Ruling
theskindoctor13,0.930993642381093,Pro Ruling
thetribunechd,-0.7205454244052681,Pro OPP
theupindex,0.9918139379605223,Pro Ruling
thewire_in,-0.9697719740455256,Pro OPP
thewirehindi,-0.9772065475562659,Pro OPP
thispodcastguy,-0.6661040922057722,Pro OPP
thodkyaat,-0.480861444571122,Neutral
timesofindia,-0.12015241931862905,Neutral
total_woke_,0.9644633415606152,Pro Ruling
tourismgoi,0.961825980723153,Pro Ruling
ttindia,-0.8578888714027998,Pro OPP
tv9gujarati,0.363888832722413,Neutral
umashankarsingh,-0.9260527457815917,Pro OPP
upadhyayabhii,0.8659280218441765,Pro Ruling
upeidaofficial,0.9280802801177306,Pro Ruling
upma23,0.9826110651301967,Pro Ruling
uptourismgov,0.8663269039538559,Pro Ruling
vaibhavUP65,0.9599187577128754,Pro Ruling
vaibhavparab21,-0.748560892246807,Pro OPP
vairaagini,-0.9958744627654356,Pro OPP
venkateshprasad,0.8166523003729509,Pro Ruling
vijaita,-0.8492813691393628,Pro OPP
vijaygajera,0.9603854116979578,Pro Ruling
vijaylokapally,-0.31074074074074076,Neutral
vijaythottathil,-0.9875229318334333,Pro OPP
vikasbha,0.9462405623069814,Pro Ruling
vikramsampath,0.941800502521094,Pro Ruling
vikrantkumar,0.9181144848670668,Pro Ruling
vinivdvc,-0.45438596491228067,Neutral
vinod_bansal,0.9886819428605503,Pro Ruling
vinodkapri,-0.9049706058440756,Pro OPP
virendersehwag,0.36161235389639257,Neutral
vivekagnihotri,0.9610642897331698,Pro Ruling
vnehra,0.8847371164730414,Pro Ruling
waglenikhil,-0.9705248377843176,Pro OPP
whoskj2,-0.9887476459510358,Pro OPP
yippeekiyay_dk,-0.9557203086109076,Pro OPP
yogitabhayana,-0.8506550408599652,Pro OPP
yogrishiramdev,0.9424586064140092,Pro Ruling
yuvadesh,-0.9990950226244344,Pro OPP
zee24taasnews,0.02274128000571152,Neutral
zeerajasthan_,-0.4984336480789788,Neutral
zeesalaamtweet,-0.5118651776239325,Pro OPP
zoo_bear,-0.9199447520981586,Pro OPP
