source_row,tweet,original_author,tweet_label,_label_norm,keyword,subjects_scored
252224,Arnab is not a criminal and you are encouraging dictatorship. Allah se toh darr jo subah shaam fascism fascism chilati hai. https://t.co/5sMUz22iHb,desimojito,Pro Ruling,pro ruling,dictatorship,"[{'text': 'fascism', 'score': 0.5013}, {'text': 'arnab', 'score': 0.2936}, {'text': 'criminal', 'score': 0.2746}]"
1990490,"For the international media that is waking up to the dictatorship under Narendra Modi and trying to understand the farmers protest, here is a deep dive by Dexter Filkins on how we got here. Prime Minister Modi is endangering the worlds largest democracy.  https://t.co/6RHNvEtltm",RanaAyyub,Pro OPP,pro opposition,dictatorship,"[{'text': 'dictatorship', 'score': 0.4499}, {'text': 'farmers', 'score': 0.3403}, {'text': 'deep', 'score': 0.2362}]"
7580578,"BBC knew that they were evading taxes. Anybody who knows that they're violating rules can play victim card against the govt: @gopalkagarwal

India is a democratically elected dictatorship: @JhaSanjay

Justifying tax evasion is like 'corruption hota rehta hai' jibe: @MediaHarshVT https://t.co/KFO1W6GYQR",MediaHarshVT,Pro Ruling,pro ruling,dictatorship,"[{'text': 'corruption', 'score': 0.4932}, {'text': 'india', 'score': 0.3411}, {'text': 'elected', 'score': 0.2207}]"
2626769,".@RajuBistaBJP said the people from #Bengal can see the absolute lack of development, they have to live under police raj and dictatorship of #TMC goons. ""People in Bengal believe in the leadership of Hon'ble Prime Minister #NarendraModi ji and are striving for change,"" he said. https://t.co/HX3WzWiq3h",ians_india,Pro OPP,pro opposition,dictatorship,"[{'text': 'bengal', 'score': 0.4738}, {'text': 'change', 'score': 0.2983}, {'text': 'leadership', 'score': 0.2568}]"
1611190,“ ⁦@RSSorg⁩ stood between the dictatorship and democracy - #Emergency1975 #Emergency1975HauntsIndia  https://t.co/vRqfL1HYxK,prafullaketkar,Pro Ruling,pro ruling,dictatorship,"[{'text': 'dictatorship', 'score': 0.6083}, {'text': 'emergency', 'score': 0.4331}, {'text': 'rssorg', 'score': 0.4243}]"
172744,"We stand by our leader @RahulGandhi ..

The nation will remember this dictatorship of yogi ..

Instead of protecting women they are attacking Rahul Gandhi..
#JusticeForIndiasDaughters

https://t.co/nMWiiRfd5x #डरपोक_योगी",SurrbhiM,Pro OPP,pro opposition,dictatorship,"[{'text': 'rahulgandhi', 'score': 0.5418}, {'text': 'justice', 'score': 0.2329}, {'text': 'daughters', 'score': 0.1992}]"
7325951,"When I was in Indian Foreign Service , I served  1 year under the dictatorship of Ho Sin Minh, 2 year under the dictatorship of Saddam Hussain, 3 year under the dictatorship of Zia Ul Haq.

It made me Democrats for life https://t.co/MrKz7nWXr6",bole_bharat,Pro OPP,pro opposition,dictatorship,"[{'text': 'dictatorship', 'score': 0.5081}, {'text': 'indian', 'score': 0.2866}, {'text': 'served', 'score': 0.1362}]"
1999633,"“Earlier, there was democracy in the country. Today it is a dictatorship. The government is insulting the farmers. The opposition leaders are barred from entering #LakhimpurKheri. This is what happens in a dictatorship,” said #RahulGandhi https://t.co/xwguSBKM52",NH_India,Pro OPP,pro opposition,dictatorship,"[{'text': 'dictatorship', 'score': 0.6494}, {'text': 'lakhimpurkheri', 'score': 0.4177}, {'text': 'farmers', 'score': 0.3317}]"
7797444,"This is the character of today's BJP and its followers.
It is clear from this tweet that how some senior journalists who even try to discharge their profession honestly, are humiliated and termed as anti-Hindu.
Mr. @RahulGandhi ji is fighting against this dictatorship.
@INCIndia https://t.co/CqAVUM09cJ",subhash2908,Pro OPP,pro opposition,dictatorship,"[{'text': 'rahulgandhi', 'score': 0.5233}, {'text': 'journalists', 'score': 0.4847}, {'text': 'discharge', 'score': 0.0964}]"
3419752,"A farmer says, ""Do they want history to write Modi as the last BJP PM? Finally, a dictatorship's PM? 

He will write himself into history like this - 

Who's the most dishonest PM of India? Modi.
Who's the most cowardly PM of India? Modi."" 
Ground Report: 
https://t.co/PFToPSgQ05 https://t.co/nWPr0jX9ce",thewire_in,Pro OPP,pro opposition,dictatorship,"[{'text': 'farmer', 'score': 0.3912}, {'text': 'cowardly', 'score': 0.3462}, {'text': 'india', 'score': 0.3096}]"
447813,"Chinese dragon 
scorches Indian tiger.

”Enforcing its hegemony over #HongKong and attacking an unprepared #India seemed the most cost-effective way for the Chinese dictatorship to demonstrate their power to a restive population hit by a sluggish economy.”
https://t.co/sgnZYMB15U https://t.co/yBnCYcCub2",TarekFatah,Pro Ruling,pro ruling,dictatorship,"[{'text': 'chinese', 'score': 0.5354}, {'text': 'hegemony', 'score': 0.3978}, {'text': 'sluggish', 'score': 0.1207}]"
1060783,"A 1930s Novel Reminds Us That Dictatorship Often Comes Dressed as Democracy

@bombaywallah revisits Upton Sinclair's 'It Can't Happen Here'

https://t.co/vxhTR1VXIh via @thewire_in",svaradarajan,Pro OPP,pro opposition,dictatorship,"[{'text': 'dictatorship', 'score': 0.661}, {'text': 'thewire_in', 'score': 0.193}, {'text': 'upton', 'score': 0.1232}]"
7654360,"Austrian Anchor: Russia is the most important supplier of weapons..

EAM @DrSJaishankar: &amp; therefore

Anchor: Are u reluctant to criticize moscow?

EAM: We have a relationship.. relationship built when western democracies used to arm military dictatorship called Pakistan

©️🇦🇹ORF https://t.co/ADUowoxGQ3",sidhant,Pro Ruling,pro ruling,dictatorship,"[{'text': 'russia', 'score': 0.5813}, {'text': 'anchor', 'score': 0.2529}, {'text': 'democracies', 'score': 0.2217}]"
2780020,"""The legitimacy that the JP Movement bestowed the Sangh Parivar was, perhaps, its most lasting achievement. In return, the RSS helped JP to take his movement beyond Gujarat and Bihar"" - An excerpt from 'India's First Dictatorship: The Emergency, 1975-77'. 
https://t.co/EyGaeAxLef",thewire_in,Pro OPP,pro opposition,dictatorship,"[{'text': 'dictatorship', 'score': 0.4586}, {'text': 'rss', 'score': 0.3623}, {'text': 'first', 'score': 0.2794}]"
2186041,The spineless quibblers don't revolt against dictatorship and oppression because revolution is an act of hope and courage.,ashoswai,Pro OPP,pro opposition,dictatorship,"[{'text': 'revolt', 'score': 0.474}, {'text': 'spineless', 'score': 0.2462}, {'text': 'quibblers', 'score': 0.2258}]"
5420552,"This is how World Leaders Treat Justin Trudeau 😂😂 

#TrudeauTyranny #TrudeauDictatorshipMustGo #FreedomConvoy22 https://t.co/rCUTZffzGL",rose_k01,Pro Ruling,pro ruling,dictatorship,"[{'text': 'dictatorship', 'score': 0.6328}, {'text': 'trudeau', 'score': 0.3528}, {'text': 'convoy', 'score': 0.2768}]"
5613564,"Why has India succeeded as a democracy, while nearby countries like Pakistan have failed, some like China are dictatorships, and even western Democracies are struggling today? It is owing to the pluralistic Hindu culture that has never sought to conquer or convert the world.",davidfrawleyved,Pro Ruling,pro ruling,dictatorship,"[{'text': 'democracy', 'score': 0.4598}, {'text': 'india', 'score': 0.4372}, {'text': 'failed', 'score': 0.2187}]"
4621576,"The greatest #Toolkit to fight dictatorship was given by Mahatma Gandhi which inspired #MartinLutherKing continents apart. I request the Hon'ble PM to stop being scared of an 18 year old gir #GretaThunberg &amp; STOP misleading our country !!!
#tuesdaymotivations @TimesNow https://t.co/L8kcjy7GFY",tehseenp,Pro OPP,pro opposition,dictatorship,"[{'text': 'dictatorship', 'score': 0.6241}, {'text': 'toolkit', 'score': 0.2097}, {'text': 'scared', 'score': 0.1887}]"
996832,"#InspiringQuotes...

""The best weapon of a dictatorship is secrecy, but the best weapon of a democracy should be the weapon of openness....""

#NielsBohr
( #NobelPrize awardee in Physics) https://t.co/NMu9fw6lOL",dayakamPR,Pro OPP,pro opposition,dictatorship,"[{'text': 'quotes', 'score': 0.496}, {'text': 'democracy', 'score': 0.3837}, {'text': 'physics', 'score': 0.1945}]"
4347787,"WTF, @Twitter suspended @realDonaldTrump account. So much for paying lip service to #FoE! This is not a tech company, it is a fascist dictatorship. https://t.co/vxScdSDs0r",ShefVaidya,Pro Ruling,pro ruling,dictatorship,"[{'text': 'dictatorship', 'score': 0.3979}, {'text': 'suspended', 'score': 0.3128}, {'text': 'lip', 'score': 0.076}]"
465806,"China, self-proclaimed Superpower, is afraid of Twitter, Facebook, YouTube, Instagram...this we have known for a long time.

Apparently, China is also afraid of a cartoon with dyed hair. For all it’s posturing, it is just another tinpot dictatorship afraid of its own shadow. https://t.co/tyllOesNaK",majorgauravarya,Pro Ruling,pro ruling,dictatorship,"[{'text': 'china', 'score': 0.5275}, {'text': 'afraid', 'score': 0.3846}, {'text': 'instagram', 'score': 0.1669}]"
4359251,"Man going to attend #ModirSatheBrigade rally attacked by TMC goons..
This is what called intolerance &amp; dictatorship @MamataOfficial 👎🏻 https://t.co/rGrWDZPtcc",MrSinha_,Pro Ruling,pro ruling,dictatorship,"[{'text': 'dictatorship', 'score': 0.5332}, {'text': 'brigade', 'score': 0.4756}, {'text': 'mamataofficial', 'score': 0.2658}]"
8149150,"""History is full of dictatorships.. by people who first came to power through legal means. It’s the oldest trick in the book: First you use the law to gain power, then you use your power to distort the law""

Mittronn, we're just like Hitler &amp; Netanyahu!

https://t.co/L6i3dfLxOY",geetv79,Pro OPP,pro opposition,dictatorship,"[{'text': 'dictatorships', 'score': 0.5501}, {'text': 'oldest', 'score': 0.3519}, {'text': 'trick', 'score': 0.1738}]"
2309740,"Washington Post article: 
Is India shifting from democracy to dictatorship https://t.co/i7rCaPa9fv",gops33,Pro OPP,pro opposition,dictatorship,"[{'text': 'dictatorship', 'score': 0.6452}, {'text': 'india', 'score': 0.5136}, {'text': 'shifting', 'score': 0.2831}]"
4707535,"Thinks if this happened now ? 

@SitaramYechury will be tagged as anti national and will be in jail without even getting a date in SC for bail hearing ! 

People who live in dreamland has to wakeup and agree that a Dictatorship is going on in India ! 

#ModiHaiTohMumkinHai https://t.co/SQjOCwU7Yq",vijaythottathil,Pro OPP,pro opposition,dictatorship,"[{'text': 'dictatorship', 'score': 0.4606}, {'text': 'bail', 'score': 0.3248}, {'text': 'sitaramyechury', 'score': 0.243}]"
77760,"Iranians are out in the streets demanding the end of the Ayatollahs' theocratic dictatorship. 
 https://t.co/T1dZECOt3d",TarekFatah,Pro Ruling,pro ruling,dictatorship,"[{'text': 'iranians', 'score': 0.6641}, {'text': 'dictatorship', 'score': 0.3728}, {'text': 'streets', 'score': 0.3025}]"
4211292,"Whither Freedom of Speech, to Worship, to Love???? A hateful pas de deux dictatorship has usurped our democracy. For now only the Farmers &amp; some scattered journalists fight. Justice is asleep, security agencies sold out. If we don’t join the fight, all will be lost. Wake Up 🇮🇳 https://t.co/ojcJbP0dyc",nandtara,Pro OPP,pro opposition,dictatorship,"[{'text': 'dictatorship', 'score': 0.6086}, {'text': 'wake', 'score': 0.1839}, {'text': 'farmers', 'score': 0.0774}]"
2734786,"Your Pradhan Sevak cannot handle dissent even against Ambani or Adani - let alone himself. 

Neither Dr. Singh nor RG had fragile egos nor did they believe in a dictatorship unlike #NewIndia where 2 criminals are blindly worshipped regardless of what they do.",SaketGokhale,Pro OPP,pro opposition,dictatorship,"[{'text': 'dictatorship', 'score': 0.4313}, {'text': 'neither', 'score': 0.2253}, {'text': 'dr', 'score': 0.1485}]"
