source_row,tweet,original_author,tweet_label,_label_norm,keyword,subjects_scored
5616214,"One of the most remarkable constructions under progress is the Hindu Temple, Ram Mandir, located in Ayodhya of Uttar Pradesh. The construction of Ram Mandir is going on the ground site where Lord Rama had taken birth. #भारत_गौरव_श्रीराम_मंदिर https://t.co/KdwD7XsipE",narendramodi177,Pro Ruling,pro ruling,ram mandir,"[{'text': 'hindu', 'score': 0.5967}, {'text': 'progress', 'score': 0.2586}, {'text': 'under', 'score': 0.155}]"
6348285,"UP News

Despite warnings of BJP MP Brijbhushan Singh MNS leader Ashish Jadhav took blessings of Ram Lalla in Ayodhya.

Full freedom to oppose political programmes but no Hindu should be stopped from visiting Ram Mandir.",NewsArenaIndia,Pro Ruling,pro ruling,ram mandir,"[{'text': 'hindu', 'score': 0.6244}, {'text': 'visiting', 'score': 0.2099}, {'text': 'warnings', 'score': 0.1396}]"
67194,"VHP condemned statement of AIMPLB &amp; Owaisi against hon. Supreme court, &amp; Ram Mandir: @drskj01 https://t.co/o1STV46Ifl",VHPDigital,Pro Ruling,pro ruling,ram mandir,"[{'text': 'condemned', 'score': 0.5196}, {'text': 'court', 'score': 0.3053}, {'text': 'aimplb', 'score': 0.2794}]"
1763120,"A Tale Of 29 Years.

Pic1: 1991
Narendra Modi took a Pledge in Ayodhya; That he won't come back until Ram Mandir is a Reality.

•Pic2: 2020
Narendra Modi arrives at Ayodhya for Bhoomi Pujan of Ram Mandir

He Kept His Promise, The Dream is Now A Reality 🙏

#RamMandir #JaiShriRam https://t.co/lwDAIvYyGL",oyevivekk,Pro Ruling,pro ruling,ram mandir,"[{'text': 'ayodhya', 'score': 0.6215}, {'text': 'dream', 'score': 0.3302}, {'text': '2020', 'score': 0.2318}]"
380283,"Allahabad HC has dismissed a plea for stopping the August 5 ""Bhoomi Pujan"" ceremony for laying down the foundation stone for building Ram Mandir in Ayodhya

Petitioner argued that Event may cause violation of anti-COVID protocol

Court said entire petition is based on assumptions",AskAnshul,Pro Ruling,pro ruling,ram mandir,"[{'text': 'dismissed', 'score': 0.4213}, {'text': 'petitioner', 'score': 0.2925}, {'text': 'ayodhya', 'score': 0.2847}]"
1004682,"Construction Of Bhavya Ram Mandir To Begin Soon As Ayodhya Development Authority Approves Temple Blueprint
https://t.co/L9BTCS0QVu",SwarajyaMag,Pro Ruling,pro ruling,ram mandir,"[{'text': 'ayodhya', 'score': 0.5802}, {'text': 'blueprint', 'score': 0.2782}, {'text': 'begin', 'score': 0.2585}]"
1653671,"Prominent Muslim leader in Assam to donate 5 Lakh rupees for construction of Ram Mandir; Says ""I too am a Hindu"" https://t.co/lXOjjwrqve via @eOrganiser",eOrganiser,Pro Ruling,pro ruling,ram mandir,"[{'text': 'hindu', 'score': 0.5986}, {'text': 'donate', 'score': 0.3749}, {'text': 'leader', 'score': 0.2645}]"
2241183,"On a serious note He gave us a long awaited Ram Mandir, abolition of 370 and many more things. All he needed was your trust. Trust him and he will never let you down. I support @narendramodi .",AMIT_GUJJU,Pro Ruling,pro ruling,ram mandir,"[{'text': 'narendramodi', 'score': 0.5661}, {'text': 'trust', 'score': 0.3188}, {'text': 'abolition', 'score': 0.2531}]"
392316,"#Kolkata and several districts in #Bengal devastated by #AmphanCyclone. I'm shocked so much media covering and trending issues like Ram Mandir, screeching about historians. Just look at social media and see what is trending. Shame on them.",_sabanaqvi,Pro OPP,pro opposition,ram mandir,"[{'text': 'devastated', 'score': 0.4437}, {'text': 'bengal', 'score': 0.3989}, {'text': 'trending', 'score': 0.3001}]"
2260976,Rinku Sharma was murdered brutally  because he was collections donations for Ram Mandir. I thought we had made enough sacrifices already for the Ram Mandir. Apparently not.,sunandavashisht,Pro Ruling,pro ruling,ram mandir,"[{'text': 'murdered', 'score': 0.4265}, {'text': 'ram', 'score': 0.2692}, {'text': 'donations', 'score': 0.1684}]"
2607150,So @PTI_News ran a fake tweet saying  NSUI collecting funds for Ram Mandir where as NSUI was running a protest against RSS-BJP illegal and unaccounted fund collection https://t.co/pvXfUQa4Mo,atti_cus,Pro OPP,pro opposition,ram mandir,"[{'text': 'pti_news', 'score': 0.4193}, {'text': 'protest', 'score': 0.3268}, {'text': 'funds', 'score': 0.3092}]"
2101392,"On 2nd Covid wave:

Leftists are mocking construction of Ayodhya's Ram Mandir despite knowing that it's funded by devotees, not govt. This is hatred for Hindus.

But they won't mock construction of Dhannipur Mosque in Ayodhya &amp; its donation because secularism will come in danger.",AskAnshul,Pro Ruling,pro ruling,ram mandir,"[{'text': 'hindus', 'score': 0.5717}, {'text': 'leftists', 'score': 0.4458}, {'text': 'wave', 'score': 0.0902}]"
737839,"Shri Ram established highest standards of self sacrifice for the well being of others, only mortal bodies die qualities don’t die...(1/2)

#JaiShriRam 
#RamMandirAyodhya https://t.co/oSXJbajdgV",KanganaTeam,Pro Ruling,pro ruling,ram mandir,"[{'text': 'sacrifice', 'score': 0.5038}, {'text': 'ayodhya', 'score': 0.3262}, {'text': 'standards', 'score': 0.2403}]"
1124038,"#WATCH Ayodhya: People light earthen lamps on the banks of Saryu river as part of 'deepotsav'. 

The foundation stone laying ceremony of #RamMandir is tomorrow. The event will be attended by Prime Minister Narendra Modi. https://t.co/J9QGMDcXfZ",ANINewsUP,Pro Ruling,pro ruling,ram mandir,"[{'text': 'ayodhya', 'score': 0.5967}, {'text': 'lamps', 'score': 0.456}, {'text': 'minister', 'score': 0.2433}]"
2230980,"In last 14 months, Yogi Govt demolished properties worth Rs 980 crores of gangsters

These land will be used to build houses for poor

My respect towards Yogi ji is increasing everyday

Now people who supported demolition of Ram Mandir might protest against this demolition!🤣",mvmeet,Pro Ruling,pro ruling,ram mandir,"[{'text': 'yogi', 'score': 0.5283}, {'text': 'demolition', 'score': 0.4502}, {'text': 'increasing', 'score': 0.1683}]"
356827,USA: #RamMandir digital billboard comes up in New York’s Times Square. #JaiShriRam https://t.co/BFhyLcJVEl,friendsofrss,Pro Ruling,pro ruling,ram mandir,"[{'text': 'billboard', 'score': 0.6964}, {'text': 'square', 'score': 0.2858}, {'text': 'ram', 'score': 0.2485}]"
4167284,"We were told Ram Mandir Ayodhya destroyed in 1528 couldn’t be reclaimed because too long ago, insufficient evidence. For Kashi Vishwanath destroyed, replaced by mosque in 1680 by all historical records and visible evidence, we are told it was too long ago. What is the logic here?",davidfrawleyved,Pro Ruling,pro ruling,ram mandir,"[{'text': 'ayodhya', 'score': 0.5625}, {'text': '1528', 'score': 0.3463}, {'text': 'replaced', 'score': 0.2844}]"
787274,Farooq Abdullah had been searching for Ram. Hope the search is over now. Do visit the #RamMandir at #Ayodhya. https://t.co/MCgDJR5RZw,AdityaRajKaul,Pro Ruling,pro ruling,ram mandir,"[{'text': 'ayodhya', 'score': 0.5764}, {'text': 'ram', 'score': 0.4992}, {'text': 'searching', 'score': 0.3305}]"
1401598,"The Actors in Indonesian Ramlella Crew at Deepotsava were all Musl!ms , If it would be have been in India Fatwa would have been issued ,That has to Change . Ram Mandir is Rashtra Mandir  : Yogi Adityanath",MeghUpdates,Pro Ruling,pro ruling,ram mandir,"[{'text': 'actors', 'score': 0.4361}, {'text': 'indonesian', 'score': 0.4215}, {'text': 'deepotsava', 'score': 0.3694}]"
251301,"The bell which is donated from Tamil Nadu to Ayodhya #RamMandir, is so well designed, that its sound can be heard eight kilometres away!

Imagine the divine vibrations during Maha Aarti of bhavya mandir 🙌",KiranKS,Pro Ruling,pro ruling,ram mandir,"[{'text': 'ayodhya', 'score': 0.5511}, {'text': 'bell', 'score': 0.4714}, {'text': 'vibrations', 'score': 0.3551}]"
4430049,"Don’t show any sympathy. Criticise Modi. Vote in Sonia Gandhi again. SHE will be the saviour of Hindus! Good luck. Vote out the man who brought in #CAA, did #Article370Abrogation and made Ram Mandir a reality. Whine on Twitter! That’s a great way to save Hindus! https://t.co/6yJ5dZ9G03",ShefVaidya,Pro Ruling,pro ruling,ram mandir,"[{'text': 'hindus', 'score': 0.6171}, {'text': 'vote', 'score': 0.2815}, {'text': 'abrogation', 'score': 0.1593}]"
821965,Preparations in full swing in #Ayodhya for tomorrow's #BhoomiPoojan for construction of #RamMandir. https://t.co/KZI8tuOfdD,airnewsalerts,Pro Ruling,pro ruling,ram mandir,"[{'text': 'preparations', 'score': 0.5807}, {'text': 'ayodhya', 'score': 0.5718}, {'text': 'swing', 'score': 0.2871}]"
131325,"Former PM Nehru didn't visit Somnath temple. He even opposed the reconstruction of Somnath temple and also opposed Rajendra Prasad’s presence at temple inauguration.

Whereas PM Modi went to Ayodhya for Ram Mandir's bhoomi pujan.

What was that during Somnath's time? Secularism?",AskAnshul,Pro Ruling,pro ruling,ram mandir,"[{'text': 'temple', 'score': 0.5121}, {'text': 'somnath', 'score': 0.2262}, {'text': 'didn', 'score': 0.1625}]"
2103362,"Republic Day 2021

Tableaus:

1. Andhra Pradesh: Lepakshi Temple

2. Karnataka: Vijayanagar Empire

3. Maharashtra: Chhatrapati Shivaji &amp; Sant Tukaram Ji

4. Uttar Pradesh: Ram Mandir

5. Uttarakhand: Kedarnath Temple

6. Gujarat: Sun Temple

7. Punjab: Glory of Guru Tegh Bahadur",AskAnshul,Pro Ruling,pro ruling,ram mandir,"[{'text': 'maharashtra', 'score': 0.5687}, {'text': '2021', 'score': 0.4286}, {'text': 'day', 'score': 0.2713}]"
1175318,"Never forget this INJUSTICE. Hindus that suffered &amp; were slaughter for centuries. I want back the 2,76,000 Hindus killed when the mosque was built over Ram Mandir &amp; thousands upon thousands of temples looted, damaged &amp; demolished &amp; millions of Kashmiri Hindus slaughter since 1990 https://t.co/0PB5r0vRmS",Voice_For_India,Pro Ruling,pro ruling,ram mandir,"[{'text': 'hindus', 'score': 0.6264}, {'text': 'demolished', 'score': 0.34}, {'text': 'millions', 'score': 0.2667}]"
78002,".@OnReality_Check | ""Every year, there is a tradition of sending chadars from Prime Minister's office to Ajmer Dargah. But when PM Modi lays foundation stone for the #RamMandir, the question of secularism pops up"": Swami Sumedhanand Saraswathi, BJP Lok Sabha MP https://t.co/PYpaeGGXJ9",ndtv,Pro OPP,pro opposition,ram mandir,"[{'text': 'minister', 'score': 0.5417}, {'text': 'secularism', 'score': 0.5301}, {'text': 'onreality_check', 'score': 0.1237}]"
1093026,"32-Second Muhurat For Bhoomi Pujan At 12:44 PM: Here's PM Modi's Itinerary To Lay Foundation Stone Of Ram Mandir

https://t.co/CxURDyryIl",SwarajyaMag,Pro Ruling,pro ruling,ram mandir,"[{'text': 'mandir', 'score': 0.4962}, {'text': 'foundation', 'score': 0.4462}, {'text': 'itinerary', 'score': 0.2248}]"
4089804,"Is this true @ArvindKejriwal is building ₹100 crore worth Haj House? 

While he advocated for School and Hospital in place of Ram Mandir. 

Let’s protest against Lavnasur and force him to make Hospital in place of Haj House. 😡😡

#HospitalNotHajHouse",Being_Humor,Pro Ruling,pro ruling,ram mandir,"[{'text': 'house', 'score': 0.3878}, {'text': 'worth', 'score': 0.2316}, {'text': 'protest', 'score': 0.1794}]"
272697,#Opinion | PGV Leads Congress' Image Makeover On Ram Mandir Issue – by Javed M Ansari (@javedmansari) https://t.co/w9g7mXojL5 https://t.co/RIEjI1zJyv,ndtv,Pro OPP,pro opposition,ram mandir,"[{'text': 'ram', 'score': 0.4654}, {'text': 'congress', 'score': 0.459}, {'text': 'makeover', 'score': 0.2746}]"
2510017,"Delhi Elections to Oath ceremony, Covid Reporting to Namaste Trump, Shaheen Bagh to Ram Mandir Bhoomi Pujan. Honoured by Noida Police as ACP to Yoga Journey. That's was My 2020. 
#bye2020 https://t.co/NKzrqGzBoN",IMinakshiJoshi,Pro Ruling,pro ruling,ram mandir,"[{'text': 'delhi', 'score': 0.4732}, {'text': 'oath', 'score': 0.3615}, {'text': 'trump', 'score': 0.22}]"
