source_row,tweet,original_author,tweet_label,_label_norm,keyword,subjects_scored
3822398,"CM Modi’s #GujaratModel was a myth. He did not make the rich trader State, richer, all he did was arouse the sleeping giant of hate-mongering Hindutva. His @PMOIndia term is an abysmal disaster, earmarked by grandstanding. He decimated a buoyant economy &amp; impoverished citizens https://t.co/NxxTwjvgaa",nandtara,Pro OPP,pro opposition,hindutva,"[{'text': 'gujarat', 'score': 0.5286}, {'text': 'myth', 'score': 0.333}, {'text': 'buoyant', 'score': 0.0376}]"
7706836,"#Hindutva zealots like #SambhajiBhide claim that #MahatmaGandhi's last fast in January 1948 was meant to force India to pay #Rs55crore to #Pakistan. It is also claimed that Gandhi indulged in #Muslim appeasement, but what is the reality?
#thread #history #Gandhi #NathuramGodse https://t.co/MQh351OEKJ",dhavalkulkarni,Pro OPP,pro opposition,hindutva,"[{'text': 'hindutva', 'score': 0.5672}, {'text': 'fast', 'score': 0.2086}, {'text': 'pay', 'score': 0.1745}]"
6461656,The Price #UddhavThackeray paid for dumping Hindutva........ #MaharashtraPoliticalCrisis #MVACollapses https://t.co/ZronbCJyiE,pradip103,Pro Ruling,pro ruling,hindutva,"[{'text': 'maharashtra', 'score': 0.5864}, {'text': 'price', 'score': 0.3376}, {'text': 'collapses', 'score': 0.2566}]"
6325023,"The ‘liberal’ Hindu is often more privileged than average Hindutvawadi. But he’s learnt the art of showing himself to be an ally of a ‘victim group’, be it Muslims, Dalits, LGBT. This way he continues with his privileges but dodges labels. This kind of ‘liberal Hindu’ is a crook https://t.co/a8QhF1i4dZ",swati_gs,Pro Ruling,pro ruling,hindutva,"[{'text': 'hindu', 'score': 0.5952}, {'text': 'liberal', 'score': 0.4835}, {'text': 'crook', 'score': 0.3097}]"
7521005,"Must read the inspiring story of Kannada actor Chetan Kumar Ahimsa, who graduated from Yale University, &amp; came back to India to became a village school teacher. He was arrested by the Karnataka police for a tweet saying:  ""Hindutva is built on lies""! https://t.co/2k6rMJnvFY",pbhushan1,Pro OPP,pro opposition,hindutva,"[{'text': 'hindutva', 'score': 0.5995}, {'text': 'teacher', 'score': 0.4572}, {'text': 'arrested', 'score': 0.2951}]"
3138349,"Watch this video from Savarkar movie again and again and again, Till you understand the meaning of Hindutva .@RahulGandhi https://t.co/d2Mw0hVwTg",AMIT_GUJJU,Pro Ruling,pro ruling,hindutva,"[{'text': 'hindutva', 'score': 0.7784}, {'text': 'video', 'score': 0.4362}, {'text': 'again', 'score': 0.2436}]"
359279,"Gandhiji was assassinated on January 30, 1948, by a gang of #Hindutva zealots. Sadly, the children of this gang continue to kill him every moment. #RSS  #MahatmaGandhi #ModiGovernment  https://t.co/jP4KSMBFhp",NH_India,Pro OPP,pro opposition,hindutva,"[{'text': 'assassinated', 'score': 0.4945}, {'text': 'hindutva', 'score': 0.4209}, {'text': 'january', 'score': 0.1187}]"
4163902,"Illiberal, illogical, lying leftist media:

Repealing of farm laws: Sikhs won’t bow down to Hindutva politicians and politics.

Gurudwara withdraws its decision of offering space to Muslims for namaz: Hindutva groups force Sikhs to not let Muslims use Gurudwara for namaz.",AsYouNotWish,Pro Ruling,pro ruling,hindutva,"[{'text': 'sikhs', 'score': 0.562}, {'text': 'media', 'score': 0.3292}, {'text': 'repealing', 'score': 0.1902}]"
3938758,"Incidents in past 7 days in India. 

⚫️Asif killed in Mewat.

⚫️Subhan tortured by cops in Hyderabad

⚫️Shahid allegedly beaten to death by cops in Rajasthan

⚫️Shaikh Mohmmad attacked by Hindutva mob in MP

⚫️Faisal killed by cops in UP

⚫️Shakir beaten up by Hindutva mob in UP",imMAK02,Pro OPP,pro opposition,hindutva,"[{'text': 'hyderabad', 'score': 0.4881}, {'text': 'killed', 'score': 0.4499}, {'text': 'asif', 'score': 0.1534}]"
838551,"If we identify this Govt's ideology, it may not be Nationalistic, Hindutva or even Majoritarian.

But as 'Statist'.

Where the Govt is more important than the People.

A Government for its own sake.

On a perpetual pursuit to further its own power.
https://t.co/gFQqwcwr6Q",naukarshah,Pro OPP,pro opposition,hindutva,"[{'text': 'govt', 'score': 0.5556}, {'text': 'ideology', 'score': 0.52}, {'text': 'hindutva', 'score': 0.3163}]"
6670380,I don't think Muslims think about their own saliva as much as Hindutvawadis do.,AdityaMenon22,Pro OPP,pro opposition,hindutva,"[{'text': 'muslims', 'score': 0.5503}, {'text': 'hindutvawadis', 'score': 0.2366}, {'text': 'don', 'score': 0.0706}]"
3967819,"What is going on in #Tripura ? 

Who is giving shelter to these hindutva terrorists? 
Where is double engine government? 
Where is Tripura Police. 

Abusing a religion is punishable u/s 295A. 

Do we need remind Chief Minister that it is a law and order issue? https://t.co/5dtK0ffkmD",BhavikaKapoor5,Pro OPP,pro opposition,hindutva,"[{'text': 'hindutva', 'score': 0.4692}, {'text': 'terrorists', 'score': 0.4227}, {'text': 'minister', 'score': 0.3107}]"
863906,"Hindutva morons were falling on the ground before Trump, even if he was saying India filthy. Now, when Trump is losing, the morons have found the strength.   https://t.co/NPx23oiqHF via @ndtv",ashoswai,Pro OPP,pro opposition,hindutva,"[{'text': 'india', 'score': 0.4814}, {'text': 'falling', 'score': 0.3443}, {'text': 'trump', 'score': 0.3181}]"
4051057,Where @kushal_mehra asserts that Hindutva is the culmination of Hindu modernity movements. And RSS is the most potent organization pushing Hindu modernity.  https://t.co/cjGhhUEzuw,Abhina_Prakash,Pro Ruling,pro ruling,hindutva,"[{'text': 'hindutva', 'score': 0.635}, {'text': 'modernity', 'score': 0.4126}, {'text': 'pushing', 'score': 0.1764}]"
7903076,"This is not just kalash; it’s #HindutvachiGudi 🚩🚩
that’s raised in houses of ~1 lakh BJP booth committee members across Mumbai-the karyakartas- the real backbone of BJP💪

We promise to FREE Mumbai from the Aurangzeb Sena who’s been looting us for &gt; 25 yrs

#हिंदूत्वाची_गुढी 🚩 https://t.co/PbS92JSvGJ https://t.co/TmcqWeXeXi",pallavict,Pro Ruling,pro ruling,hindutva,"[{'text': 'hindutva', 'score': 0.6958}, {'text': 'committee', 'score': 0.2814}, {'text': 'free', 'score': 0.2796}]"
1449127,"Hindutva = Do you approve of jamatis spitting on doctors?
Me = Do you approve of black money STILL not coming back to India? 
Hindutva = You are Hinduphobic!",devduttmyth,Pro OPP,pro opposition,hindutva,"[{'text': 'hinduphobic', 'score': 0.5494}, {'text': 'doctors', 'score': 0.2761}, {'text': 'coming', 'score': 0.2117}]"
1989566,True. Hindutva is Hinduism that resists! That’s it. That’s the tweet. https://t.co/tUh3xFo16t,ShefVaidya,Pro Ruling,pro ruling,hindutva,"[{'text': 'hinduism', 'score': 0.6646}, {'text': 'tweet', 'score': 0.4049}, {'text': 'resists', 'score': 0.1968}]"
7900645,"Some culture's teaches their children's to throw stones to harm.
Sanatan culture teaches their children's to have love &amp; care for all. We are not same.
There will be always constant efforts from Asura's to take over the control &amp; finish off others. That’s why we need Hindutva to… https://t.co/eKo4RRO0TE https://t.co/qvodB81Dkx",RadharamnDas,Pro Ruling,pro ruling,hindutva,"[{'text': 'hindutva', 'score': 0.5334}, {'text': 'children', 'score': 0.3086}, {'text': 'stones', 'score': 0.2578}]"
7766359,"It is a matter of pride that Sengol will be installed in our Parliament and a matter of shame that it is being seen as a Hindutva move and a blow to secularism. Lord Rama is etched on the pages of our constitution - are you going to burn it now?

My views: https://t.co/NqglnhFSmN",ARanganathan72,Pro Ruling,pro ruling,hindutva,"[{'text': 'sengol', 'score': 0.382}, {'text': 'secularism', 'score': 0.3457}, {'text': 'burn', 'score': 0.2395}]"
5882245,Who will be the first liberal to blame Hindutva in Britain for the collapse of the pound?,AbhishBanerj,Pro Ruling,pro ruling,hindutva,"[{'text': 'liberal', 'score': 0.5045}, {'text': 'hindutva', 'score': 0.3478}, {'text': 'pound', 'score': 0.2379}]"
6682458,"In his interview with @thewire_in #AdmiralArunPrakash asks whether government’s silence on #HaridwarHateAssembly signals tacit approval? Expresses concern of what will go on in jawans’ mind whether martyrs shed blood for the country or #Hindutva @arunp2810
https://t.co/egBMBY78HO",nandtara,Pro OPP,pro opposition,hindutva,"[{'text': 'haridwar', 'score': 0.5055}, {'text': 'silence', 'score': 0.4023}, {'text': 'thewire_in', 'score': 0.0751}]"
7769648,"Kudos to Dr. Murali, a proud Hindu...

Tight slap on the face of Islamo -leftist propagandist who was peddling fake narrative on Hindutva.
Courtesy - @kumarnandaj Ji https://t.co/1Pec1ou1Xt",editorvskbharat,Pro Ruling,pro ruling,hindutva,"[{'text': 'hindu', 'score': 0.5935}, {'text': 'propagandist', 'score': 0.3729}, {'text': 'dr', 'score': 0.2523}]"
2597487,"This #DismantlingGlobalHindutva is being organised to divert attention from i$lamic terr0r being displayed by Taliban in Afghanistan.

Organisers who are puppets of i$lamic terr0r groups don’t want the world to discuss Taliban &amp; the real threat i.e i$lamic terr0r…",MrSinha_,Pro Ruling,pro ruling,hindutva,"[{'text': 'taliban', 'score': 0.5562}, {'text': 'hindutva', 'score': 0.4972}, {'text': 'terr0r', 'score': 0.3148}]"
102538,"Yesterday  ""gujju"" judge demolished the little hope that public had in courts

The whole episode appeared filmsy and ""besharmi"" 

The judge didn't even try to pretend to be a neutral, he was ok to be perceived as hindutva judge.  

Even judges are openly licking Modi feet
😏😏😏",BhavikaKapoor5,Pro OPP,pro opposition,hindutva,"[{'text': 'judge', 'score': 0.6363}, {'text': 'hindutva', 'score': 0.2481}, {'text': 'episode', 'score': 0.2374}]"
